Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte,data,NUTS_code,NUTS_level,soglia40,sopraSoglia
Molise,66,221,10,34,0,Dati della Protezione Civile del 25 Novembre 2020 ore 20:26,2020-11-25,ITF2,2,29.864253,
P.A. Bolzano,442,461,41,77,2,Dati della Protezione Civile del 25 Novembre 2020 ore 20:26,2020-11-25,ITH1,2,95.878525,◼
P.A. Trento,421,604,41,90,15,Dati della Protezione Civile del 25 Novembre 2020 ore 20:26,2020-11-25,ITH2,2,69.701987,◼
Piemonte,5095,5824,403,628,99,Dati della Protezione Civile del 25 Novembre 2020 ore 20:26,2020-11-25,ITC1,2,87.482830,◼
Puglia,1483,3286,210,452,70,Dati della Protezione Civile del 25 Novembre 2020 ore 20:26,2020-11-25,ITF4,2,45.130858,◼
Sardegna,515,1547,76,185,33,Dati della Protezione Civile del 25 Novembre 2020 ore 20:26,2020-11-25,ITG2,2,33.290239,
Sicilia,1574,4251,250,832,196,Dati della Protezione Civile del 25 Novembre 2020 ore 20:26,2020-11-25,ITG1,2,37.026582,
Toscana,1754,5033,286,612,3,Dati della Protezione Civile del 25 Novembre 2020 ore 20:26,2020-11-25,ITI1,2,34.849990,
Umbria,361,727,70,130,2,Dati della Protezione Civile del 25 Novembre 2020 ore 20:26,2020-11-25,ITI2,2,49.656121,◼
Valle d'Aosta,137,209,16,37,0,Dati della Protezione Civile del 25 Novembre 2020 ore 20:26,2020-11-25,ITC2,2,65.550239,◼
Veneto,2422,6000,305,1000,0,Dati della Protezione Civile del 25 Novembre 2020 ore 20:26,2020-11-25,ITH3,2,40.366667,◼
Abruzzo,694,1343,74,183,0,Dati della Protezione Civile del 26 Novembre 2020 ore 19:55,2020-11-26,ITF1,2,51.675354,◼
Basilicata,156,443,22,90,19,Dati della Protezione Civile del 26 Novembre 2020 ore 19:55,2020-11-26,ITF5,2,35.214447,
Calabria,428,868,45,152,25,Dati della Protezione Civile del 26 Novembre 2020 ore 19:55,2020-11-26,ITF6,2,49.308756,◼
Campania,2212,5289,200,590,66,Dati della Protezione Civile del 26 Novembre 2020 ore 19:55,2020-11-26,ITF3,2,41.822651,◼
Emilia-Romagna,2679,5540,258,747,10,Dati della Protezione Civile del 26 Novembre 2020 ore 19:55,2020-11-26,ITH5,2,48.357401,◼
Friuli Venezia Giulia,599,1277,55,175,0,Dati della Protezione Civile del 26 Novembre 2020 ore 19:55,2020-11-26,ITH4,2,46.906813,◼
Lazio,3408,6411,352,943,194,Dati della Protezione Civile del 26 Novembre 2020 ore 19:55,2020-11-26,ITI4,2,53.158634,◼
Liguria,1075,1898,114,227,12,Dati della Protezione Civile del 26 Novembre 2020 ore 19:55,2020-11-26,ITC3,2,56.638567,◼
Lombardia,7996,15604,934,1459,71,Dati della Protezione Civile del 26 Novembre 2020 ore 19:55,2020-11-26,ITC4,2,51.243271,◼
Marche,586,1189,90,196,65,Dati della Protezione Civile del 26 Novembre 2020 ore 19:55,2020-11-26,ITI3,2,49.285114,◼
Molise,69,221,9,34,0,Dati della Protezione Civile del 26 Novembre 2020 ore 19:55,2020-11-26,ITF2,2,31.221719,
P.A. Bolzano,434,448,40,77,2,Dati della Protezione Civile del 26 Novembre 2020 ore 19:55,2020-11-26,ITH1,2,96.875000,◼
P.A. Trento,417,604,43,90,15,Dati della Protezione Civile del 26 Novembre 2020 ore 19:55,2020-11-26,ITH2,2,69.039735,◼
Piemonte,4992,5824,403,628,99,Dati della Protezione Civile del 26 Novembre 2020 ore 19:55,2020-11-26,ITC1,2,85.714286,◼
Puglia,1577,3286,211,452,70,Dati della Protezione Civile del 26 Novembre 2020 ore 19:55,2020-11-26,ITF4,2,47.991479,◼
Sardegna,535,1571,73,181,27,Dati della Protezione Civile del 26 Novembre 2020 ore 19:55,2020-11-26,ITG2,2,34.054742,
Sicilia,1545,4251,253,832,196,Dati della Protezione Civile del 26 Novembre 2020 ore 19:55,2020-11-26,ITG1,2,36.344390,
Toscana,1712,5033,281,612,3,Dati della Protezione Civile del 26 Novembre 2020 ore 19:55,2020-11-26,ITI1,2,34.015498,
Umbria,349,727,68,130,2,Dati della Protezione Civile del 26 Novembre 2020 ore 19:55,2020-11-26,ITI2,2,48.005502,◼
Valle d'Aosta,128,209,17,33,4,Dati della Protezione Civile del 26 Novembre 2020 ore 19:55,2020-11-26,ITC2,2,61.244019,◼
Veneto,2447,6000,304,1000,0,Dati della Protezione Civile del 26 Novembre 2020 ore 19:55,2020-11-26,ITH3,2,40.783333,◼
Abruzzo,675,1496,73,189,0,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31,2020-12-05,ITF1,2,45.120321,◼
Basilicata,134,429,19,88,13,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31,2020-12-05,ITF5,2,31.235431,
Calabria,379,886,29,155,25,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31,2020-12-05,ITF6,2,42.776524,◼
Campania,1558,4545,165,620,36,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31,2020-12-05,ITF3,2,34.279428,
Emilia-Romagna,2707,5554,243,747,10,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31,2020-12-05,ITH5,2,48.739647,◼
Friuli Venezia Giulia,640,1277,58,175,0,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31,2020-12-05,ITH4,2,50.117463,◼
Lazio,3075,6421,349,943,194,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31,2020-12-05,ITI4,2,47.889737,◼
Liguria,897,1803,93,222,12,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31,2020-12-05,ITC3,2,49.750416,◼
Lombardia,6554,14336,805,1386,144,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31,2020-12-05,ITC4,2,45.717076,◼
Marche,506,1188,84,193,65,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31,2020-12-05,ITI3,2,42.592593,◼
Molise,61,221,9,34,0,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31,2020-12-05,ITF2,2,27.601810,
P.A. Bolzano,410,557,31,77,2,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31,2020-12-05,ITH1,2,73.608618,◼
P.A. Trento,404,604,48,90,15,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31,2020-12-05,ITH2,2,66.887417,◼
Piemonte,4276,5824,366,628,99,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31,2020-12-05,ITC1,2,73.420330,◼
Puglia,1576,3447,220,456,70,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31,2020-12-05,ITF4,2,45.720917,◼
Sardegna,607,1653,67,181,27,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31,2020-12-05,ITG2,2,36.721113,
Sicilia,1400,4256,215,808,196,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31,2020-12-05,ITG1,2,32.894737,
Toscana,1373,5033,261,605,1,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31,2020-12-05,ITI1,2,27.279952,
Umbria,330,758,61,130,2,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31,2020-12-05,ITI2,2,43.535620,◼
Valle d'Aosta,107,220,9,33,4,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31,2020-12-05,ITC2,2,48.636364,◼
Veneto,2489,6000,312,1000,0,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31,2020-12-05,ITH3,2,41.483333,◼
Abruzzo,667,1496,71,189,0,Dati della Protezione Civile del 06 Dicembre 2020 ore 21:16,2020-12-06,ITF1,2,44.585561,◼
Basilicata,119,429,18,88,13,Dati della Protezione Civile del 06 Dicembre 2020 ore 21:16,2020-12-06,ITF5,2,27.738928,
Calabria,390,886,32,155,25,Dati della Protezione Civile del 06 Dicembre 2020 ore 21:16,2020-12-06,ITF6,2,44.018059,◼
Campania,1916,4498,155,620,36,Dati della Protezione Civile del 06 Dicembre 2020 ore 21:16,2020-12-06,ITF3,2,42.596710,◼
Emilia-Romagna,2736,5554,241,747,10,Dati della Protezione Civile del 06 Dicembre 2020 ore 21:16,2020-12-06,ITH5,2,49.261793,◼
Friuli Venezia Giulia,652,1277,59,175,0,Dati della Protezione Civile del 06 Dicembre 2020 ore 21:16,2020-12-06,ITH4,2,51.057165,◼
Lazio,3136,6421,340,943,194,Dati della Protezione Civile del 06 Dicembre 2020 ore 21:16,2020-12-06,ITI4,2,48.839745,◼
Liguria,868,1789,92,222,12,Dati della Protezione Civile del 06 Dicembre 2020 ore 21:16,2020-12-06,ITC3,2,48.518726,◼
Lombardia,6372,14298,807,1381,149,Dati della Protezione Civile del 06 Dicembre 2020 ore 21:16,2020-12-06,ITC4,2,44.565674,◼
Marche,518,1191,82,195,65,Dati della Protezione Civile del 06 Dicembre 2020 ore 21:16,2020-12-06,ITI3,2,43.492863,◼
Molise,56,221,10,34,0,Dati della Protezione Civile del 06 Dicembre 2020 ore 21:16,2020-12-06,ITF2,2,25.339367,
P.A. Bolzano,410,559,32,77,2,Dati della Protezione Civile del 06 Dicembre 2020 ore 21:16,2020-12-06,ITH1,2,73.345259,◼
P.A. Trento,414,604,48,90,15,Dati della Protezione Civile del 06 Dicembre 2020 ore 21:16,2020-12-06,ITH2,2,68.543046,◼
Piemonte,4239,5824,359,628,99,Dati della Protezione Civile del 06 Dicembre 2020 ore 21:16,2020-12-06,ITC1,2,72.785027,◼
Puglia,1613,3447,203,456,26,Dati della Protezione Civile del 06 Dicembre 2020 ore 21:16,2020-12-06,ITF4,2,46.794314,◼
Sardegna,616,1663,64,181,27,Dati della Protezione Civile del 06 Dicembre 2020 ore 21:16,2020-12-06,ITG2,2,37.041491,
Sicilia,1367,4256,213,808,196,Dati della Protezione Civile del 06 Dicembre 2020 ore 21:16,2020-12-06,ITG1,2,32.119361,
Toscana,1360,5033,252,605,1,Dati della Protezione Civile del 06 Dicembre 2020 ore 21:16,2020-12-06,ITI1,2,27.021657,
Umbria,332,758,60,130,2,Dati della Protezione Civile del 06 Dicembre 2020 ore 21:16,2020-12-06,ITI2,2,43.799472,◼
Valle d'Aosta,102,204,8,33,4,Dati della Protezione Civile del 06 Dicembre 2020 ore 21:16,2020-12-06,ITC2,2,50.000000,◼
Veneto,2508,6000,308,1000,0,Dati della Protezione Civile del 06 Dicembre 2020 ore 21:16,2020-12-06,ITH3,2,41.800000,◼
Abruzzo,678,1496,73,189,0,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41,2020-12-07,ITF1,2,45.320856,◼
Basilicata,124,454,16,88,13,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41,2020-12-07,ITF5,2,27.312775,
Calabria,382,931,27,152,25,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41,2020-12-07,ITF6,2,41.031149,◼
Campania,1840,4498,137,620,36,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41,2020-12-07,ITF3,2,40.907070,◼
Emilia-Romagna,2805,5554,239,747,10,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41,2020-12-07,ITH5,2,50.504141,◼
Friuli Venezia Giulia,665,1277,58,175,0,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41,2020-12-07,ITH4,2,52.075176,◼
Lazio,3209,6421,340,943,194,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41,2020-12-07,ITI4,2,49.976639,◼
Liguria,867,1789,92,222,12,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41,2020-12-07,ITC3,2,48.462828,◼
Lombardia,6362,14239,781,1376,154,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41,2020-12-07,ITC4,2,44.680104,◼
Marche,518,1191,82,195,65,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41,2020-12-07,ITI3,2,43.492863,◼
Molise,52,221,9,34,0,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41,2020-12-07,ITF2,2,23.529412,
P.A. Bolzano,405,530,33,77,2,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41,2020-12-07,ITH1,2,76.415094,◼
P.A. Trento,423,604,48,90,15,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41,2020-12-07,ITH2,2,70.033113,◼
Piemonte,4243,5824,345,628,99,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41,2020-12-07,ITC1,2,72.853709,◼
Puglia,1608,3447,197,456,84,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41,2020-12-07,ITF4,2,46.649260,◼
Sardegna,619,1663,64,181,27,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41,2020-12-07,ITG2,2,37.221888,
Sicilia,1387,4259,205,808,196,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41,2020-12-07,ITG1,2,32.566330,
Toscana,1365,5033,253,605,1,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41,2020-12-07,ITI1,2,27.121001,
Umbria,338,758,56,130,2,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41,2020-12-07,ITI2,2,44.591029,◼
Valle d'Aosta,105,204,10,33,4,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41,2020-12-07,ITC2,2,51.470588,◼
Veneto,2529,6000,317,1000,0,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41,2020-12-07,ITH3,2,42.150000,◼
Abruzzo,658,1496,69,189,0,Dati della Protezione Civile del 08 Dicembre 2020 ore 20:32,2020-12-08,ITF1,2,43.983957,◼
Basilicata,121,454,15,88,13,Dati della Protezione Civile del 08 Dicembre 2020 ore 20:32,2020-12-08,ITF5,2,26.651982,
Calabria,376,930,25,152,25,Dati della Protezione Civile del 08 Dicembre 2020 ore 20:32,2020-12-08,ITF6,2,40.430108,◼
Campania,1898,4498,140,620,36,Dati della Protezione Civile del 08 Dicembre 2020 ore 20:32,2020-12-08,ITF3,2,42.196532,◼
Emilia-Romagna,2781,5594,234,747,10,Dati della Protezione Civile del 08 Dicembre 2020 ore 20:32,2020-12-08,ITH5,2,49.713979,◼
Friuli Venezia Giulia,658,1277,64,175,0,Dati della Protezione Civile del 08 Dicembre 2020 ore 20:32,2020-12-08,ITH4,2,51.527016,◼
Lazio,3091,6421,341,943,194,Dati della Protezione Civile del 08 Dicembre 2020 ore 20:32,2020-12-08,ITI4,2,48.138919,◼
Liguria,841,1789,91,222,12,Dati della Protezione Civile del 08 Dicembre 2020 ore 20:32,2020-12-08,ITC3,2,47.009503,◼
Lombardia,6187,14169,767,1377,153,Dati della Protezione Civile del 08 Dicembre 2020 ore 20:32,2020-12-08,ITC4,2,43.665749,◼
Marche,514,1191,87,195,65,Dati della Protezione Civile del 08 Dicembre 2020 ore 20:32,2020-12-08,ITI3,2,43.157011,◼
Molise,50,221,8,34,0,Dati della Protezione Civile del 08 Dicembre 2020 ore 20:32,2020-12-08,ITF2,2,22.624434,
P.A. Bolzano,483,566,30,77,2,Dati della Protezione Civile del 08 Dicembre 2020 ore 20:32,2020-12-08,ITH1,2,85.335689,◼
P.A. Trento,426,604,48,90,15,Dati della Protezione Civile del 08 Dicembre 2020 ore 20:32,2020-12-08,ITH2,2,70.529801,◼
Piemonte,4124,5824,330,628,99,Dati della Protezione Civile del 08 Dicembre 2020 ore 20:32,2020-12-08,ITC1,2,70.810440,◼
Puglia,1605,3447,197,456,84,Dati della Protezione Civile del 08 Dicembre 2020 ore 20:32,2020-12-08,ITF4,2,46.562228,◼
Sardegna,616,1663,62,181,27,Dati della Protezione Civile del 08 Dicembre 2020 ore 20:32,2020-12-08,ITG2,2,37.041491,
Sicilia,1374,4257,199,806,196,Dati della Protezione Civile del 08 Dicembre 2020 ore 20:32,2020-12-08,ITG1,2,32.276251,
Toscana,1335,5033,253,606,1,Dati della Protezione Civile del 08 Dicembre 2020 ore 20:32,2020-12-08,ITI1,2,26.524935,
Umbria,318,758,57,130,2,Dati della Protezione Civile del 08 Dicembre 2020 ore 20:32,2020-12-08,ITI2,2,41.952507,◼
Valle d'Aosta,96,204,9,33,4,Dati della Protezione Civile del 08 Dicembre 2020 ore 20:32,2020-12-08,ITC2,2,47.058824,◼
Veneto,2529,6000,319,1000,0,Dati della Protezione Civile del 08 Dicembre 2020 ore 20:32,2020-12-08,ITH3,2,42.150000,◼
Abruzzo,666,1496,64,189,0,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35,2020-12-09,ITF1,2,44.518717,◼
Basilicata,123,437,13,88,13,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35,2020-12-09,ITF5,2,28.146453,
Calabria,374,930,25,152,25,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35,2020-12-09,ITF6,2,40.215054,◼
Campania,1852,4681,138,620,36,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35,2020-12-09,ITF3,2,39.564196,
Emilia-Romagna,2857,5594,233,747,10,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35,2020-12-09,ITH5,2,51.072578,◼
Friuli Venezia Giulia,663,1277,63,175,0,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35,2020-12-09,ITH4,2,51.918559,◼
Lazio,3109,6421,342,943,194,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35,2020-12-09,ITI4,2,48.419249,◼
Liguria,841,1759,88,222,12,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35,2020-12-09,ITC3,2,47.811256,◼
Lombardia,5727,14021,766,1375,155,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35,2020-12-09,ITC4,2,40.845874,◼
Marche,518,1192,85,195,65,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35,2020-12-09,ITI3,2,43.456376,◼
Molise,49,221,8,34,0,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35,2020-12-09,ITF2,2,22.171946,
P.A. Bolzano,397,534,30,77,2,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35,2020-12-09,ITH1,2,74.344569,◼
P.A. Trento,430,604,48,90,15,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35,2020-12-09,ITH2,2,71.192053,◼
Piemonte,4102,5824,318,628,99,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35,2020-12-09,ITC1,2,70.432692,◼
Puglia,1639,3447,199,456,84,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35,2020-12-09,ITF4,2,47.548593,◼
Sardegna,621,1653,61,181,27,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35,2020-12-09,ITG2,2,37.568058,
Sicilia,1374,4254,198,808,196,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35,2020-12-09,ITG1,2,32.299013,
Toscana,1347,5033,253,610,1,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35,2020-12-09,ITI1,2,26.763362,
Umbria,323,758,56,130,2,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35,2020-12-09,ITI2,2,42.612137,◼
Valle d'Aosta,90,204,13,33,4,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35,2020-12-09,ITC2,2,44.117647,◼
Veneto,2551,6000,319,1000,0,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35,2020-12-09,ITH3,2,42.516667,◼
Abruzzo,657,1496,65,189,0,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14,2020-12-10,ITF1,2,43.917112,◼
Basilicata,122,437,15,88,13,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14,2020-12-10,ITF5,2,27.917620,
Calabria,370,930,24,152,25,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14,2020-12-10,ITF6,2,39.784946,
Campania,1789,4681,140,620,36,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14,2020-12-10,ITF3,2,38.218329,
Emilia-Romagna,2845,5594,229,757,0,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14,2020-12-10,ITH5,2,50.858062,◼
Friuli Venezia Giulia,652,1277,62,175,0,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14,2020-12-10,ITH4,2,51.057165,◼
Lazio,3036,6421,339,943,194,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14,2020-12-10,ITI4,2,47.282355,◼
Liguria,822,1750,85,223,12,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14,2020-12-10,ITC3,2,46.971429,◼
Lombardia,5613,13907,748,1355,175,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14,2020-12-10,ITC4,2,40.360969,◼
Marche,501,1209,86,195,65,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14,2020-12-10,ITI3,2,41.439206,◼
Molise,53,221,7,34,0,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14,2020-12-10,ITF2,2,23.981900,
P.A. Bolzano,239,534,31,77,2,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14,2020-12-10,ITH1,2,44.756554,◼
P.A. Trento,431,604,48,90,15,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14,2020-12-10,ITH2,2,71.357616,◼
Piemonte,4069,5824,310,628,99,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14,2020-12-10,ITC1,2,69.866071,◼
Puglia,1600,3447,200,456,84,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14,2020-12-10,ITF4,2,46.417174,◼
Sardegna,610,1653,63,181,27,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14,2020-12-10,ITG2,2,36.902601,
Sicilia,1342,4254,197,808,196,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14,2020-12-10,ITG1,2,31.546780,
Toscana,1323,5033,247,595,1,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14,2020-12-10,ITI1,2,26.286509,
Umbria,310,758,55,130,2,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14,2020-12-10,ITI2,2,40.897098,◼
Valle d'Aosta,98,189,10,33,4,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14,2020-12-10,ITC2,2,51.851852,◼
Veneto,2606,6000,330,1000,0,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14,2020-12-10,ITH3,2,43.433333,◼
Abruzzo,647,1491,66,189,0,Dati della Protezione Civile del 11 Dicembre 2020 ore 19:02,2020-12-11,ITF1,2,43.393696,◼
Basilicata,116,441,15,88,13,Dati della Protezione Civile del 11 Dicembre 2020 ore 19:02,2020-12-11,ITF5,2,26.303855,
Calabria,365,929,21,152,25,Dati della Protezione Civile del 11 Dicembre 2020 ore 19:02,2020-12-11,ITF6,2,39.289559,
Campania,1828,4681,144,620,36,Dati della Protezione Civile del 11 Dicembre 2020 ore 19:02,2020-12-11,ITF3,2,39.051485,
Emilia-Romagna,2812,5594,231,757,0,Dati della Protezione Civile del 11 Dicembre 2020 ore 19:02,2020-12-11,ITH5,2,50.268144,◼
Friuli Venezia Giulia,644,1277,63,175,0,Dati della Protezione Civile del 11 Dicembre 2020 ore 19:02,2020-12-11,ITH4,2,50.430697,◼
Lazio,3026,6421,339,943,194,Dati della Protezione Civile del 11 Dicembre 2020 ore 19:02,2020-12-11,ITI4,2,47.126616,◼
Liguria,803,1752,84,222,12,Dati della Protezione Civile del 11 Dicembre 2020 ore 19:02,2020-12-11,ITC3,2,45.833333,◼
Lombardia,5417,13742,733,1336,194,Dati della Protezione Civile del 11 Dicembre 2020 ore 19:02,2020-12-11,ITC4,2,39.419299,
Marche,490,1209,86,195,65,Dati della Protezione Civile del 11 Dicembre 2020 ore 19:02,2020-12-11,ITI3,2,40.529363,◼
Molise,50,221,8,34,0,Dati della Protezione Civile del 11 Dicembre 2020 ore 19:02,2020-12-11,ITF2,2,22.624434,
P.A. Bolzano,242,534,27,77,2,Dati della Protezione Civile del 11 Dicembre 2020 ore 19:02,2020-12-11,ITH1,2,45.318352,◼
P.A. Trento,411,604,47,90,15,Dati della Protezione Civile del 11 Dicembre 2020 ore 19:02,2020-12-11,ITH2,2,68.046358,◼
Piemonte,4005,5824,300,628,99,Dati della Protezione Civile del 11 Dicembre 2020 ore 19:02,2020-12-11,ITC1,2,68.767170,◼
Puglia,1595,3447,187,456,84,Dati della Protezione Civile del 11 Dicembre 2020 ore 19:02,2020-12-11,ITF4,2,46.272121,◼
Sardegna,595,1653,64,181,27,Dati della Protezione Civile del 11 Dicembre 2020 ore 19:02,2020-12-11,ITG2,2,35.995160,
Sicilia,1280,4251,197,808,196,Dati della Protezione Civile del 11 Dicembre 2020 ore 19:02,2020-12-11,ITG1,2,30.110562,
