somministrazioni,regione,siglaCategoria,identificativo,categoria,codice_regione,data,vaccino,punto,classeEta
0,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_000558_RSA PIO ALBERGO TRIVULZIO_16-19,2 - Personale non Sanitario,03,2020-12-27,PF/BT,000558_RSA PIO ALBERGO TRIVULZIO,16-19
0,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_000558_RSA PIO ALBERGO TRIVULZIO_16-19,2 - Personale non Sanitario,03,2020-12-27,PF/BT,000558_RSA PIO ALBERGO TRIVULZIO,16-19
0,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_030903_AMB COVID LECCO_16-19,2 - Personale non Sanitario,03,2020-12-27,PF/BT,030903_AMB COVID LECCO,16-19
0,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_030903_AMB COVID LECCO_16-19,2 - Personale non Sanitario,03,2020-12-27,PF/BT,030903_AMB COVID LECCO,16-19
0,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_030924_IRCCS POLICLINICO S. MATTEO - PAVIA_16-19,2 - Personale non Sanitario,03,2020-12-27,PF/BT,030924_IRCCS POLICLINICO S. MATTEO - PAVIA,16-19
0,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_030924_IRCCS POLICLINICO S. MATTEO - PAVIA_16-19,2 - Personale non Sanitario,03,2020-12-27,PF/BT,030924_IRCCS POLICLINICO S. MATTEO - PAVIA,16-19
0,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_30701_ASST GRANDE OSPEDALE METROPOLITANO NIGUARDA_16-19,2 - Personale non Sanitario,03,2020-12-27,PF/BT,30701_ASST GRANDE OSPEDALE METROPOLITANO NIGUARDA,16-19
0,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_30701_ASST GRANDE OSPEDALE METROPOLITANO NIGUARDA_16-19,2 - Personale non Sanitario,03,2020-12-27,PF/BT,30701_ASST GRANDE OSPEDALE METROPOLITANO NIGUARDA,16-19
0,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_30718_ASST PAPA GIOVANNI XXIII_16-19,2 - Personale non Sanitario,03,2020-12-27,PF/BT,30718_ASST PAPA GIOVANNI XXIII,16-19
0,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_30718_ASST PAPA GIOVANNI XXIII_16-19,2 - Personale non Sanitario,03,2020-12-27,PF/BT,30718_ASST PAPA GIOVANNI XXIII,16-19
0,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_30909_ASST - MONZA_16-19,2 - Personale non Sanitario,03,2020-12-27,PF/BT,30909_ASST - MONZA,16-19
0,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_30909_ASST - MONZA_16-19,2 - Personale non Sanitario,03,2020-12-27,PF/BT,30909_ASST - MONZA,16-19
0,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_32271022_ambulatorio covid Varese_16-19,2 - Personale non Sanitario,03,2020-12-27,PF/BT,32271022_ambulatorio covid Varese,16-19
0,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_32271022_ambulatorio covid Varese_16-19,2 - Personale non Sanitario,03,2020-12-27,PF/BT,32271022_ambulatorio covid Varese,16-19
0,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_32572021_Ambulatorio COVID PO Alzano Lombardo_16-19,2 - Personale non Sanitario,03,2020-12-27,PF/BT,32572021_Ambulatorio COVID PO Alzano Lombardo,16-19
0,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_32572021_Ambulatorio COVID PO Alzano Lombardo_16-19,2 - Personale non Sanitario,03,2020-12-27,PF/BT,32572021_Ambulatorio COVID PO Alzano Lombardo,16-19
0,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_32672126_AMBULATORIO COVID BRESCIA_16-19,2 - Personale non Sanitario,03,2020-12-27,PF/BT,32672126_AMBULATORIO COVID BRESCIA,16-19
0,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_32672126_AMBULATORIO COVID BRESCIA_16-19,2 - Personale non Sanitario,03,2020-12-27,PF/BT,32672126_AMBULATORIO COVID BRESCIA,16-19
0,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_32772513_Ambulatorio COVID MANTOVA_16-19,2 - Personale non Sanitario,03,2020-12-27,PF/BT,32772513_Ambulatorio COVID MANTOVA,16-19
0,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_32772513_Ambulatorio COVID MANTOVA_16-19,2 - Personale non Sanitario,03,2020-12-27,PF/BT,32772513_Ambulatorio COVID MANTOVA,16-19
0,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_STS11_Ambulatorio COVID PO Codogno_16-19,2 - Personale non Sanitario,03,2020-12-27,PF/BT,STS11_Ambulatorio COVID PO Codogno,16-19
0,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_STS11_Ambulatorio COVID PO Codogno_16-19,2 - Personale non Sanitario,03,2020-12-27,PF/BT,STS11_Ambulatorio COVID PO Codogno,16-19
0,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_.030042_ASST VAL - PRESIDIO OSPEDALIERO DI SONDRIO_20-29,2 - Personale non Sanitario,03,2020-12-27,PF/BT,.030042_ASST VAL - PRESIDIO OSPEDALIERO DI SONDRIO,20-29
0,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_.030042_ASST VAL - PRESIDIO OSPEDALIERO DI SONDRIO_20-29,2 - Personale non Sanitario,03,2020-12-27,PF/BT,.030042_ASST VAL - PRESIDIO OSPEDALIERO DI SONDRIO,20-29
0,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_000558_RSA PIO ALBERGO TRIVULZIO_20-29,2 - Personale non Sanitario,03,2020-12-27,PF/BT,000558_RSA PIO ALBERGO TRIVULZIO,20-29
0,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_000558_RSA PIO ALBERGO TRIVULZIO_20-29,2 - Personale non Sanitario,03,2020-12-27,PF/BT,000558_RSA PIO ALBERGO TRIVULZIO,20-29
0,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_030903_AMB COVID LECCO_20-29,2 - Personale non Sanitario,03,2020-12-27,PF/BT,030903_AMB COVID LECCO,20-29
0,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_030903_AMB COVID LECCO_20-29,2 - Personale non Sanitario,03,2020-12-27,PF/BT,030903_AMB COVID LECCO,20-29
0,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_030924_IRCCS POLICLINICO S. MATTEO - PAVIA_20-29,2 - Personale non Sanitario,03,2020-12-27,PF/BT,030924_IRCCS POLICLINICO S. MATTEO - PAVIA,20-29
0,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_030924_IRCCS POLICLINICO S. MATTEO - PAVIA_20-29,2 - Personale non Sanitario,03,2020-12-27,PF/BT,030924_IRCCS POLICLINICO S. MATTEO - PAVIA,20-29
0,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_30701_ASST GRANDE OSPEDALE METROPOLITANO NIGUARDA_20-29,2 - Personale non Sanitario,03,2020-12-27,PF/BT,30701_ASST GRANDE OSPEDALE METROPOLITANO NIGUARDA,20-29
0,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_30701_ASST GRANDE OSPEDALE METROPOLITANO NIGUARDA_20-29,2 - Personale non Sanitario,03,2020-12-27,PF/BT,30701_ASST GRANDE OSPEDALE METROPOLITANO NIGUARDA,20-29
0,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_30718_ASST PAPA GIOVANNI XXIII_20-29,2 - Personale non Sanitario,03,2020-12-27,PF/BT,30718_ASST PAPA GIOVANNI XXIII,20-29
0,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_30718_ASST PAPA GIOVANNI XXIII_20-29,2 - Personale non Sanitario,03,2020-12-27,PF/BT,30718_ASST PAPA GIOVANNI XXIII,20-29
0,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_30909_ASST - MONZA_20-29,2 - Personale non Sanitario,03,2020-12-27,PF/BT,30909_ASST - MONZA,20-29
0,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_30909_ASST - MONZA_20-29,2 - Personale non Sanitario,03,2020-12-27,PF/BT,30909_ASST - MONZA,20-29
0,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_32271022_ambulatorio covid Varese_20-29,2 - Personale non Sanitario,03,2020-12-27,PF/BT,32271022_ambulatorio covid Varese,20-29
0,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_32271022_ambulatorio covid Varese_20-29,2 - Personale non Sanitario,03,2020-12-27,PF/BT,32271022_ambulatorio covid Varese,20-29
0,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_32572021_Ambulatorio COVID PO Alzano Lombardo_20-29,2 - Personale non Sanitario,03,2020-12-27,PF/BT,32572021_Ambulatorio COVID PO Alzano Lombardo,20-29
0,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_32572021_Ambulatorio COVID PO Alzano Lombardo_20-29,2 - Personale non Sanitario,03,2020-12-27,PF/BT,32572021_Ambulatorio COVID PO Alzano Lombardo,20-29
0,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_32672126_AMBULATORIO COVID BRESCIA_20-29,2 - Personale non Sanitario,03,2020-12-27,PF/BT,32672126_AMBULATORIO COVID BRESCIA,20-29
0,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_32672126_AMBULATORIO COVID BRESCIA_20-29,2 - Personale non Sanitario,03,2020-12-27,PF/BT,32672126_AMBULATORIO COVID BRESCIA,20-29
0,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_32772513_Ambulatorio COVID MANTOVA_20-29,2 - Personale non Sanitario,03,2020-12-27,PF/BT,32772513_Ambulatorio COVID MANTOVA,20-29
0,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_32772513_Ambulatorio COVID MANTOVA_20-29,2 - Personale non Sanitario,03,2020-12-27,PF/BT,32772513_Ambulatorio COVID MANTOVA,20-29
0,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_STS11_Ambulatorio COVID PO Codogno_20-29,2 - Personale non Sanitario,03,2020-12-27,PF/BT,STS11_Ambulatorio COVID PO Codogno,20-29
0,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_STS11_Ambulatorio COVID PO Codogno_20-29,2 - Personale non Sanitario,03,2020-12-27,PF/BT,STS11_Ambulatorio COVID PO Codogno,20-29
0,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_.030042_ASST VAL - PRESIDIO OSPEDALIERO DI SONDRIO_30-39,2 - Personale non Sanitario,03,2020-12-27,PF/BT,.030042_ASST VAL - PRESIDIO OSPEDALIERO DI SONDRIO,30-39
3,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_.030042_ASST VAL - PRESIDIO OSPEDALIERO DI SONDRIO_30-39,2 - Personale non Sanitario,03,2020-12-27,PF/BT,.030042_ASST VAL - PRESIDIO OSPEDALIERO DI SONDRIO,30-39
0,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_000558_RSA PIO ALBERGO TRIVULZIO_30-39,2 - Personale non Sanitario,03,2020-12-27,PF/BT,000558_RSA PIO ALBERGO TRIVULZIO,30-39
0,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_000558_RSA PIO ALBERGO TRIVULZIO_30-39,2 - Personale non Sanitario,03,2020-12-27,PF/BT,000558_RSA PIO ALBERGO TRIVULZIO,30-39
0,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_030903_AMB COVID LECCO_30-39,2 - Personale non Sanitario,03,2020-12-27,PF/BT,030903_AMB COVID LECCO,30-39
0,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_030903_AMB COVID LECCO_30-39,2 - Personale non Sanitario,03,2020-12-27,PF/BT,030903_AMB COVID LECCO,30-39
0,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_030924_IRCCS POLICLINICO S. MATTEO - PAVIA_30-39,2 - Personale non Sanitario,03,2020-12-27,PF/BT,030924_IRCCS POLICLINICO S. MATTEO - PAVIA,30-39
0,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_030924_IRCCS POLICLINICO S. MATTEO - PAVIA_30-39,2 - Personale non Sanitario,03,2020-12-27,PF/BT,030924_IRCCS POLICLINICO S. MATTEO - PAVIA,30-39
0,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_30701_ASST GRANDE OSPEDALE METROPOLITANO NIGUARDA_30-39,2 - Personale non Sanitario,03,2020-12-27,PF/BT,30701_ASST GRANDE OSPEDALE METROPOLITANO NIGUARDA,30-39
0,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_30701_ASST GRANDE OSPEDALE METROPOLITANO NIGUARDA_30-39,2 - Personale non Sanitario,03,2020-12-27,PF/BT,30701_ASST GRANDE OSPEDALE METROPOLITANO NIGUARDA,30-39
0,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_30718_ASST PAPA GIOVANNI XXIII_30-39,2 - Personale non Sanitario,03,2020-12-27,PF/BT,30718_ASST PAPA GIOVANNI XXIII,30-39
1,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_30718_ASST PAPA GIOVANNI XXIII_30-39,2 - Personale non Sanitario,03,2020-12-27,PF/BT,30718_ASST PAPA GIOVANNI XXIII,30-39
0,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_30909_ASST - MONZA_30-39,2 - Personale non Sanitario,03,2020-12-27,PF/BT,30909_ASST - MONZA,30-39
0,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_30909_ASST - MONZA_30-39,2 - Personale non Sanitario,03,2020-12-27,PF/BT,30909_ASST - MONZA,30-39
0,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_32271022_ambulatorio covid Varese_30-39,2 - Personale non Sanitario,03,2020-12-27,PF/BT,32271022_ambulatorio covid Varese,30-39
0,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_32271022_ambulatorio covid Varese_30-39,2 - Personale non Sanitario,03,2020-12-27,PF/BT,32271022_ambulatorio covid Varese,30-39
0,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_32572021_Ambulatorio COVID PO Alzano Lombardo_30-39,2 - Personale non Sanitario,03,2020-12-27,PF/BT,32572021_Ambulatorio COVID PO Alzano Lombardo,30-39
0,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_32572021_Ambulatorio COVID PO Alzano Lombardo_30-39,2 - Personale non Sanitario,03,2020-12-27,PF/BT,32572021_Ambulatorio COVID PO Alzano Lombardo,30-39
0,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_32672126_AMBULATORIO COVID BRESCIA_30-39,2 - Personale non Sanitario,03,2020-12-27,PF/BT,32672126_AMBULATORIO COVID BRESCIA,30-39
0,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_32672126_AMBULATORIO COVID BRESCIA_30-39,2 - Personale non Sanitario,03,2020-12-27,PF/BT,32672126_AMBULATORIO COVID BRESCIA,30-39
0,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_32772513_Ambulatorio COVID MANTOVA_30-39,2 - Personale non Sanitario,03,2020-12-27,PF/BT,32772513_Ambulatorio COVID MANTOVA,30-39
0,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_32772513_Ambulatorio COVID MANTOVA_30-39,2 - Personale non Sanitario,03,2020-12-27,PF/BT,32772513_Ambulatorio COVID MANTOVA,30-39
0,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_STS11_Ambulatorio COVID PO Codogno_30-39,2 - Personale non Sanitario,03,2020-12-27,PF/BT,STS11_Ambulatorio COVID PO Codogno,30-39
0,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_STS11_Ambulatorio COVID PO Codogno_30-39,2 - Personale non Sanitario,03,2020-12-27,PF/BT,STS11_Ambulatorio COVID PO Codogno,30-39
0,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_.030042_ASST VAL - PRESIDIO OSPEDALIERO DI SONDRIO_40-49,2 - Personale non Sanitario,03,2020-12-27,PF/BT,.030042_ASST VAL - PRESIDIO OSPEDALIERO DI SONDRIO,40-49
1,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_.030042_ASST VAL - PRESIDIO OSPEDALIERO DI SONDRIO_40-49,2 - Personale non Sanitario,03,2020-12-27,PF/BT,.030042_ASST VAL - PRESIDIO OSPEDALIERO DI SONDRIO,40-49
0,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_000558_RSA PIO ALBERGO TRIVULZIO_40-49,2 - Personale non Sanitario,03,2020-12-27,PF/BT,000558_RSA PIO ALBERGO TRIVULZIO,40-49
1,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_000558_RSA PIO ALBERGO TRIVULZIO_40-49,2 - Personale non Sanitario,03,2020-12-27,PF/BT,000558_RSA PIO ALBERGO TRIVULZIO,40-49
0,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_030903_AMB COVID LECCO_40-49,2 - Personale non Sanitario,03,2020-12-27,PF/BT,030903_AMB COVID LECCO,40-49
0,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_030903_AMB COVID LECCO_40-49,2 - Personale non Sanitario,03,2020-12-27,PF/BT,030903_AMB COVID LECCO,40-49
0,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_030924_IRCCS POLICLINICO S. MATTEO - PAVIA_40-49,2 - Personale non Sanitario,03,2020-12-27,PF/BT,030924_IRCCS POLICLINICO S. MATTEO - PAVIA,40-49
0,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_030924_IRCCS POLICLINICO S. MATTEO - PAVIA_40-49,2 - Personale non Sanitario,03,2020-12-27,PF/BT,030924_IRCCS POLICLINICO S. MATTEO - PAVIA,40-49
0,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_30701_ASST GRANDE OSPEDALE METROPOLITANO NIGUARDA_40-49,2 - Personale non Sanitario,03,2020-12-27,PF/BT,30701_ASST GRANDE OSPEDALE METROPOLITANO NIGUARDA,40-49
0,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_30701_ASST GRANDE OSPEDALE METROPOLITANO NIGUARDA_40-49,2 - Personale non Sanitario,03,2020-12-27,PF/BT,30701_ASST GRANDE OSPEDALE METROPOLITANO NIGUARDA,40-49
0,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_30718_ASST PAPA GIOVANNI XXIII_40-49,2 - Personale non Sanitario,03,2020-12-27,PF/BT,30718_ASST PAPA GIOVANNI XXIII,40-49
0,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_30718_ASST PAPA GIOVANNI XXIII_40-49,2 - Personale non Sanitario,03,2020-12-27,PF/BT,30718_ASST PAPA GIOVANNI XXIII,40-49
0,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_30909_ASST - MONZA_40-49,2 - Personale non Sanitario,03,2020-12-27,PF/BT,30909_ASST - MONZA,40-49
0,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_30909_ASST - MONZA_40-49,2 - Personale non Sanitario,03,2020-12-27,PF/BT,30909_ASST - MONZA,40-49
0,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_32271022_ambulatorio covid Varese_40-49,2 - Personale non Sanitario,03,2020-12-27,PF/BT,32271022_ambulatorio covid Varese,40-49
5,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_32271022_ambulatorio covid Varese_40-49,2 - Personale non Sanitario,03,2020-12-27,PF/BT,32271022_ambulatorio covid Varese,40-49
0,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_32572021_Ambulatorio COVID PO Alzano Lombardo_40-49,2 - Personale non Sanitario,03,2020-12-27,PF/BT,32572021_Ambulatorio COVID PO Alzano Lombardo,40-49
1,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_32572021_Ambulatorio COVID PO Alzano Lombardo_40-49,2 - Personale non Sanitario,03,2020-12-27,PF/BT,32572021_Ambulatorio COVID PO Alzano Lombardo,40-49
0,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_32672126_AMBULATORIO COVID BRESCIA_40-49,2 - Personale non Sanitario,03,2020-12-27,PF/BT,32672126_AMBULATORIO COVID BRESCIA,40-49
0,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_32672126_AMBULATORIO COVID BRESCIA_40-49,2 - Personale non Sanitario,03,2020-12-27,PF/BT,32672126_AMBULATORIO COVID BRESCIA,40-49
0,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_32772513_Ambulatorio COVID MANTOVA_40-49,2 - Personale non Sanitario,03,2020-12-27,PF/BT,32772513_Ambulatorio COVID MANTOVA,40-49
0,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_32772513_Ambulatorio COVID MANTOVA_40-49,2 - Personale non Sanitario,03,2020-12-27,PF/BT,32772513_Ambulatorio COVID MANTOVA,40-49
0,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_STS11_Ambulatorio COVID PO Codogno_40-49,2 - Personale non Sanitario,03,2020-12-27,PF/BT,STS11_Ambulatorio COVID PO Codogno,40-49
0,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_STS11_Ambulatorio COVID PO Codogno_40-49,2 - Personale non Sanitario,03,2020-12-27,PF/BT,STS11_Ambulatorio COVID PO Codogno,40-49
1,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_.030042_ASST VAL - PRESIDIO OSPEDALIERO DI SONDRIO_50-59,2 - Personale non Sanitario,03,2020-12-27,PF/BT,.030042_ASST VAL - PRESIDIO OSPEDALIERO DI SONDRIO,50-59
1,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_.030042_ASST VAL - PRESIDIO OSPEDALIERO DI SONDRIO_50-59,2 - Personale non Sanitario,03,2020-12-27,PF/BT,.030042_ASST VAL - PRESIDIO OSPEDALIERO DI SONDRIO,50-59
0,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_000558_RSA PIO ALBERGO TRIVULZIO_50-59,2 - Personale non Sanitario,03,2020-12-27,PF/BT,000558_RSA PIO ALBERGO TRIVULZIO,50-59
0,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_000558_RSA PIO ALBERGO TRIVULZIO_50-59,2 - Personale non Sanitario,03,2020-12-27,PF/BT,000558_RSA PIO ALBERGO TRIVULZIO,50-59
0,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_030903_AMB COVID LECCO_50-59,2 - Personale non Sanitario,03,2020-12-27,PF/BT,030903_AMB COVID LECCO,50-59
2,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_030903_AMB COVID LECCO_50-59,2 - Personale non Sanitario,03,2020-12-27,PF/BT,030903_AMB COVID LECCO,50-59
0,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_030924_IRCCS POLICLINICO S. MATTEO - PAVIA_50-59,2 - Personale non Sanitario,03,2020-12-27,PF/BT,030924_IRCCS POLICLINICO S. MATTEO - PAVIA,50-59
0,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_030924_IRCCS POLICLINICO S. MATTEO - PAVIA_50-59,2 - Personale non Sanitario,03,2020-12-27,PF/BT,030924_IRCCS POLICLINICO S. MATTEO - PAVIA,50-59
0,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_30701_ASST GRANDE OSPEDALE METROPOLITANO NIGUARDA_50-59,2 - Personale non Sanitario,03,2020-12-27,PF/BT,30701_ASST GRANDE OSPEDALE METROPOLITANO NIGUARDA,50-59
0,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_30701_ASST GRANDE OSPEDALE METROPOLITANO NIGUARDA_50-59,2 - Personale non Sanitario,03,2020-12-27,PF/BT,30701_ASST GRANDE OSPEDALE METROPOLITANO NIGUARDA,50-59
0,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_30718_ASST PAPA GIOVANNI XXIII_50-59,2 - Personale non Sanitario,03,2020-12-27,PF/BT,30718_ASST PAPA GIOVANNI XXIII,50-59
0,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_30718_ASST PAPA GIOVANNI XXIII_50-59,2 - Personale non Sanitario,03,2020-12-27,PF/BT,30718_ASST PAPA GIOVANNI XXIII,50-59
0,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_30909_ASST - MONZA_50-59,2 - Personale non Sanitario,03,2020-12-27,PF/BT,30909_ASST - MONZA,50-59
0,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_30909_ASST - MONZA_50-59,2 - Personale non Sanitario,03,2020-12-27,PF/BT,30909_ASST - MONZA,50-59
0,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_32271022_ambulatorio covid Varese_50-59,2 - Personale non Sanitario,03,2020-12-27,PF/BT,32271022_ambulatorio covid Varese,50-59
1,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_32271022_ambulatorio covid Varese_50-59,2 - Personale non Sanitario,03,2020-12-27,PF/BT,32271022_ambulatorio covid Varese,50-59
0,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_32572021_Ambulatorio COVID PO Alzano Lombardo_50-59,2 - Personale non Sanitario,03,2020-12-27,PF/BT,32572021_Ambulatorio COVID PO Alzano Lombardo,50-59
0,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_32572021_Ambulatorio COVID PO Alzano Lombardo_50-59,2 - Personale non Sanitario,03,2020-12-27,PF/BT,32572021_Ambulatorio COVID PO Alzano Lombardo,50-59
0,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_32672126_AMBULATORIO COVID BRESCIA_50-59,2 - Personale non Sanitario,03,2020-12-27,PF/BT,32672126_AMBULATORIO COVID BRESCIA,50-59
0,Lombardia,TML_CAT_PERSONALE,27/12/2020_PF/BT_LOM_32672126_AMBULATORIO COVID BRESCIA_50-59,2 - Personale non Sanitario,03,2020-12-27,PF/BT,32672126_AMBULATORIO COVID BRESCIA,50-59
0,Lombardia,TML_CAT_ALTRO,27/12/2020_PF/BT_LOM_32772513_Ambulatorio COVID MANTOVA_50-59,2 - Personale non Sanitario,03,2020-12-27,PF/BT,32772513_Ambulatorio COVID MANTOVA,50-59
