somministrazioni,regione,siglaCategoria,identificativo,categoria,codice_regione,data,vaccino,punto,classeEta,siglaRegione,NUTS2
4,Piemonte,TML_CAT_OSS,30/12/2020_PF/BT_PIE_010026 01_AMB. VACCINAZIONI P.O CASALE M_30-39,1 - Operatori Sanitari e Sociosanitari,01,2020-12-30,PF/BT,010026 01_AMB. VACCINAZIONI P.O CASALE M,30-39,PIE,ITC1
5,Piemonte,TML_CAT_OSS,30/12/2020_PF/BT_PIE_010026 03_AMB. VACCINAZIONI P.O. TORTONA_30-39,1 - Operatori Sanitari e Sociosanitari,01,2020-12-30,PF/BT,010026 03_AMB. VACCINAZIONI P.O. TORTONA,30-39,PIE,ITC1
5,Piemonte,TML_CAT_OSS,30/12/2020_PF/BT_PIE_010026 04_AMB. VACCINAZIONI P.O. NOVI L_30-39,1 - Operatori Sanitari e Sociosanitari,01,2020-12-30,PF/BT,010026 04_AMB. VACCINAZIONI P.O. NOVI L,30-39,PIE,ITC1
2,Piemonte,TML_CAT_OSS,30/12/2020_PF/BT_PIE_010026 06_AMB. VACCINAZIONI P.O. OVADA_30-39,1 - Operatori Sanitari e Sociosanitari,01,2020-12-30,PF/BT,010026 06_AMB. VACCINAZIONI P.O. OVADA,30-39,PIE,ITC1
2,Piemonte,TML_CAT_OSS,30/12/2020_PF/BT_PIE_010032_PRESIDIO OSPEDALIERO PONDERANO_30-39,1 - Operatori Sanitari e Sociosanitari,01,2020-12-30,PF/BT,010032_PRESIDIO OSPEDALIERO PONDERANO,30-39,PIE,ITC1
83,Piemonte,TML_CAT_OSS,30/12/2020_PF/BT_PIE_010909_CENTRO VACC CITTÀ DELLA SALUTE_30-39,1 - Operatori Sanitari e Sociosanitari,01,2020-12-30,PF/BT,010909_CENTRO VACC CITTÀ DELLA SALUTE,30-39,PIE,ITC1
5,Piemonte,TML_CAT_OSS,30/12/2020_PF/BT_PIE_010008 01_OSPEDALE CARDINAL MASSAIA ASTI_40-49,1 - Operatori Sanitari e Sociosanitari,01,2020-12-30,PF/BT,010008 01_OSPEDALE CARDINAL MASSAIA ASTI,40-49,PIE,ITC1
17,Piemonte,TML_CAT_OSS,30/12/2020_PF/BT_PIE_010026 01_AMB. VACCINAZIONI P.O CASALE M_40-49,1 - Operatori Sanitari e Sociosanitari,01,2020-12-30,PF/BT,010026 01_AMB. VACCINAZIONI P.O CASALE M,40-49,PIE,ITC1
12,Piemonte,TML_CAT_OSS,30/12/2020_PF/BT_PIE_010026 03_AMB. VACCINAZIONI P.O. TORTONA_40-49,1 - Operatori Sanitari e Sociosanitari,01,2020-12-30,PF/BT,010026 03_AMB. VACCINAZIONI P.O. TORTONA,40-49,PIE,ITC1
10,Piemonte,TML_CAT_OSS,30/12/2020_PF/BT_PIE_010026 04_AMB. VACCINAZIONI P.O. NOVI L_40-49,1 - Operatori Sanitari e Sociosanitari,01,2020-12-30,PF/BT,010026 04_AMB. VACCINAZIONI P.O. NOVI L,40-49,PIE,ITC1
6,Piemonte,TML_CAT_OSS,30/12/2020_PF/BT_PIE_010026 05_AMB. VACCINAZIONI P.O. ACQUI T_40-49,1 - Operatori Sanitari e Sociosanitari,01,2020-12-30,PF/BT,010026 05_AMB. VACCINAZIONI P.O. ACQUI T,40-49,PIE,ITC1
2,Piemonte,TML_CAT_OSS,30/12/2020_PF/BT_PIE_010026 06_AMB. VACCINAZIONI P.O. OVADA_40-49,1 - Operatori Sanitari e Sociosanitari,01,2020-12-30,PF/BT,010026 06_AMB. VACCINAZIONI P.O. OVADA,40-49,PIE,ITC1
4,Piemonte,TML_CAT_OSS,30/12/2020_PF/BT_PIE_010032_PRESIDIO OSPEDALIERO PONDERANO_40-49,1 - Operatori Sanitari e Sociosanitari,01,2020-12-30,PF/BT,010032_PRESIDIO OSPEDALIERO PONDERANO,40-49,PIE,ITC1
110,Piemonte,TML_CAT_OSS,30/12/2020_PF/BT_PIE_010909_CENTRO VACC CITTÀ DELLA SALUTE_40-49,1 - Operatori Sanitari e Sociosanitari,01,2020-12-30,PF/BT,010909_CENTRO VACC CITTÀ DELLA SALUTE,40-49,PIE,ITC1
6,Piemonte,TML_CAT_OSS,30/12/2020_PF/BT_PIE_010008 01_OSPEDALE CARDINAL MASSAIA ASTI_50-59,1 - Operatori Sanitari e Sociosanitari,01,2020-12-30,PF/BT,010008 01_OSPEDALE CARDINAL MASSAIA ASTI,50-59,PIE,ITC1
17,Piemonte,TML_CAT_OSS,30/12/2020_PF/BT_PIE_010026 01_AMB. VACCINAZIONI P.O CASALE M_50-59,1 - Operatori Sanitari e Sociosanitari,01,2020-12-30,PF/BT,010026 01_AMB. VACCINAZIONI P.O CASALE M,50-59,PIE,ITC1
16,Piemonte,TML_CAT_OSS,30/12/2020_PF/BT_PIE_010026 03_AMB. VACCINAZIONI P.O. TORTONA_50-59,1 - Operatori Sanitari e Sociosanitari,01,2020-12-30,PF/BT,010026 03_AMB. VACCINAZIONI P.O. TORTONA,50-59,PIE,ITC1
19,Piemonte,TML_CAT_OSS,30/12/2020_PF/BT_PIE_010026 04_AMB. VACCINAZIONI P.O. NOVI L_50-59,1 - Operatori Sanitari e Sociosanitari,01,2020-12-30,PF/BT,010026 04_AMB. VACCINAZIONI P.O. NOVI L,50-59,PIE,ITC1
15,Piemonte,TML_CAT_OSS,30/12/2020_PF/BT_PIE_010026 05_AMB. VACCINAZIONI P.O. ACQUI T_50-59,1 - Operatori Sanitari e Sociosanitari,01,2020-12-30,PF/BT,010026 05_AMB. VACCINAZIONI P.O. ACQUI T,50-59,PIE,ITC1
8,Piemonte,TML_CAT_OSS,30/12/2020_PF/BT_PIE_010026 06_AMB. VACCINAZIONI P.O. OVADA_50-59,1 - Operatori Sanitari e Sociosanitari,01,2020-12-30,PF/BT,010026 06_AMB. VACCINAZIONI P.O. OVADA,50-59,PIE,ITC1
4,Piemonte,TML_CAT_OSS,30/12/2020_PF/BT_PIE_010032_PRESIDIO OSPEDALIERO PONDERANO_50-59,1 - Operatori Sanitari e Sociosanitari,01,2020-12-30,PF/BT,010032_PRESIDIO OSPEDALIERO PONDERANO,50-59,PIE,ITC1
114,Piemonte,TML_CAT_OSS,30/12/2020_PF/BT_PIE_010909_CENTRO VACC CITTÀ DELLA SALUTE_50-59,1 - Operatori Sanitari e Sociosanitari,01,2020-12-30,PF/BT,010909_CENTRO VACC CITTÀ DELLA SALUTE,50-59,PIE,ITC1
2,Piemonte,TML_CAT_OSS,30/12/2020_PF/BT_PIE_010008 01_OSPEDALE CARDINAL MASSAIA ASTI_60-69,1 - Operatori Sanitari e Sociosanitari,01,2020-12-30,PF/BT,010008 01_OSPEDALE CARDINAL MASSAIA ASTI,60-69,PIE,ITC1
11,Piemonte,TML_CAT_OSS,30/12/2020_PF/BT_PIE_010026 01_AMB. VACCINAZIONI P.O CASALE M_60-69,1 - Operatori Sanitari e Sociosanitari,01,2020-12-30,PF/BT,010026 01_AMB. VACCINAZIONI P.O CASALE M,60-69,PIE,ITC1
8,Piemonte,TML_CAT_OSS,30/12/2020_PF/BT_PIE_010026 03_AMB. VACCINAZIONI P.O. TORTONA_60-69,1 - Operatori Sanitari e Sociosanitari,01,2020-12-30,PF/BT,010026 03_AMB. VACCINAZIONI P.O. TORTONA,60-69,PIE,ITC1
8,Piemonte,TML_CAT_OSS,30/12/2020_PF/BT_PIE_010026 04_AMB. VACCINAZIONI P.O. NOVI L_60-69,1 - Operatori Sanitari e Sociosanitari,01,2020-12-30,PF/BT,010026 04_AMB. VACCINAZIONI P.O. NOVI L,60-69,PIE,ITC1
4,Piemonte,TML_CAT_OSS,30/12/2020_PF/BT_PIE_010026 05_AMB. VACCINAZIONI P.O. ACQUI T_60-69,1 - Operatori Sanitari e Sociosanitari,01,2020-12-30,PF/BT,010026 05_AMB. VACCINAZIONI P.O. ACQUI T,60-69,PIE,ITC1
7,Piemonte,TML_CAT_OSS,30/12/2020_PF/BT_PIE_010026 06_AMB. VACCINAZIONI P.O. OVADA_60-69,1 - Operatori Sanitari e Sociosanitari,01,2020-12-30,PF/BT,010026 06_AMB. VACCINAZIONI P.O. OVADA,60-69,PIE,ITC1
6,Piemonte,TML_CAT_OSS,30/12/2020_PF/BT_PIE_010032_PRESIDIO OSPEDALIERO PONDERANO_60-69,1 - Operatori Sanitari e Sociosanitari,01,2020-12-30,PF/BT,010032_PRESIDIO OSPEDALIERO PONDERANO,60-69,PIE,ITC1
47,Piemonte,TML_CAT_OSS,30/12/2020_PF/BT_PIE_010909_CENTRO VACC CITTÀ DELLA SALUTE_60-69,1 - Operatori Sanitari e Sociosanitari,01,2020-12-30,PF/BT,010909_CENTRO VACC CITTÀ DELLA SALUTE,60-69,PIE,ITC1
1,Piemonte,TML_CAT_PERSONALE,30/12/2020_PF/BT_PIE_010026 05_AMB. VACCINAZIONI P.O. ACQUI T_20-29,2 - Personale non Sanitario,01,2020-12-30,PF/BT,010026 05_AMB. VACCINAZIONI P.O. ACQUI T,20-29,PIE,ITC1
2,Piemonte,TML_CAT_PERSONALE,30/12/2020_PF/BT_PIE_010909_CENTRO VACC CITTÀ DELLA SALUTE_20-29,2 - Personale non Sanitario,01,2020-12-30,PF/BT,010909_CENTRO VACC CITTÀ DELLA SALUTE,20-29,PIE,ITC1
1,Piemonte,TML_CAT_PERSONALE,30/12/2020_PF/BT_PIE_010008 01_OSPEDALE CARDINAL MASSAIA ASTI_30-39,2 - Personale non Sanitario,01,2020-12-30,PF/BT,010008 01_OSPEDALE CARDINAL MASSAIA ASTI,30-39,PIE,ITC1
3,Piemonte,TML_CAT_PERSONALE,30/12/2020_PF/BT_PIE_010909_CENTRO VACC CITTÀ DELLA SALUTE_30-39,2 - Personale non Sanitario,01,2020-12-30,PF/BT,010909_CENTRO VACC CITTÀ DELLA SALUTE,30-39,PIE,ITC1
1,Piemonte,TML_CAT_PERSONALE,30/12/2020_PF/BT_PIE_010008 01_OSPEDALE CARDINAL MASSAIA ASTI_40-49,2 - Personale non Sanitario,01,2020-12-30,PF/BT,010008 01_OSPEDALE CARDINAL MASSAIA ASTI,40-49,PIE,ITC1
1,Piemonte,TML_CAT_PERSONALE,30/12/2020_PF/BT_PIE_010026 01_AMB. VACCINAZIONI P.O CASALE M_40-49,2 - Personale non Sanitario,01,2020-12-30,PF/BT,010026 01_AMB. VACCINAZIONI P.O CASALE M,40-49,PIE,ITC1
2,Piemonte,TML_CAT_PERSONALE,30/12/2020_PF/BT_PIE_010026 03_AMB. VACCINAZIONI P.O. TORTONA_40-49,2 - Personale non Sanitario,01,2020-12-30,PF/BT,010026 03_AMB. VACCINAZIONI P.O. TORTONA,40-49,PIE,ITC1
2,Piemonte,TML_CAT_PERSONALE,30/12/2020_PF/BT_PIE_010026 04_AMB. VACCINAZIONI P.O. NOVI L_40-49,2 - Personale non Sanitario,01,2020-12-30,PF/BT,010026 04_AMB. VACCINAZIONI P.O. NOVI L,40-49,PIE,ITC1
8,Piemonte,TML_CAT_PERSONALE,30/12/2020_PF/BT_PIE_010909_CENTRO VACC CITTÀ DELLA SALUTE_40-49,2 - Personale non Sanitario,01,2020-12-30,PF/BT,010909_CENTRO VACC CITTÀ DELLA SALUTE,40-49,PIE,ITC1
2,Piemonte,TML_CAT_PERSONALE,30/12/2020_PF/BT_PIE_010008 01_OSPEDALE CARDINAL MASSAIA ASTI_50-59,2 - Personale non Sanitario,01,2020-12-30,PF/BT,010008 01_OSPEDALE CARDINAL MASSAIA ASTI,50-59,PIE,ITC1
2,Piemonte,TML_CAT_PERSONALE,30/12/2020_PF/BT_PIE_010026 01_AMB. VACCINAZIONI P.O CASALE M_50-59,2 - Personale non Sanitario,01,2020-12-30,PF/BT,010026 01_AMB. VACCINAZIONI P.O CASALE M,50-59,PIE,ITC1
2,Piemonte,TML_CAT_PERSONALE,30/12/2020_PF/BT_PIE_010026 05_AMB. VACCINAZIONI P.O. ACQUI T_50-59,2 - Personale non Sanitario,01,2020-12-30,PF/BT,010026 05_AMB. VACCINAZIONI P.O. ACQUI T,50-59,PIE,ITC1
6,Piemonte,TML_CAT_PERSONALE,30/12/2020_PF/BT_PIE_010026 06_AMB. VACCINAZIONI P.O. OVADA_50-59,2 - Personale non Sanitario,01,2020-12-30,PF/BT,010026 06_AMB. VACCINAZIONI P.O. OVADA,50-59,PIE,ITC1
2,Piemonte,TML_CAT_PERSONALE,30/12/2020_PF/BT_PIE_010032_PRESIDIO OSPEDALIERO PONDERANO_50-59,2 - Personale non Sanitario,01,2020-12-30,PF/BT,010032_PRESIDIO OSPEDALIERO PONDERANO,50-59,PIE,ITC1
5,Piemonte,TML_CAT_PERSONALE,30/12/2020_PF/BT_PIE_010909_CENTRO VACC CITTÀ DELLA SALUTE_50-59,2 - Personale non Sanitario,01,2020-12-30,PF/BT,010909_CENTRO VACC CITTÀ DELLA SALUTE,50-59,PIE,ITC1
1,Piemonte,TML_CAT_PERSONALE,30/12/2020_PF/BT_PIE_010026 04_AMB. VACCINAZIONI P.O. NOVI L_60-69,2 - Personale non Sanitario,01,2020-12-30,PF/BT,010026 04_AMB. VACCINAZIONI P.O. NOVI L,60-69,PIE,ITC1
3,Piemonte,TML_CAT_PERSONALE,30/12/2020_PF/BT_PIE_010909_CENTRO VACC CITTÀ DELLA SALUTE_60-69,2 - Personale non Sanitario,01,2020-12-30,PF/BT,010909_CENTRO VACC CITTÀ DELLA SALUTE,60-69,PIE,ITC1
1,Piemonte,TML_CAT_OSS,31/12/2020_PF/BT_PIE_010905_CENTRO VACCINALE AOU NOVARA_16-19,1 - Operatori Sanitari e Sociosanitari,01,2020-12-31,PF/BT,010905_CENTRO VACCINALE AOU NOVARA,16-19,PIE,ITC1
2,Piemonte,TML_CAT_OSS,31/12/2020_PF/BT_PIE_010906_CENTRO VACCINALE S. CROCE CN_16-19,1 - Operatori Sanitari e Sociosanitari,01,2020-12-31,PF/BT,010906_CENTRO VACCINALE S. CROCE CN,16-19,PIE,ITC1
6,Piemonte,TML_CAT_OSS,31/12/2020_PF/BT_PIE_010003_OSPEDALE MARIA VITTORIA TORINO_20-29,1 - Operatori Sanitari e Sociosanitari,01,2020-12-31,PF/BT,010003_OSPEDALE MARIA VITTORIA TORINO,20-29,PIE,ITC1
4,Piemonte,TML_CAT_OSS,31/12/2020_PF/BT_PIE_010008 01_OSPEDALE CARDINAL MASSAIA ASTI_20-29,1 - Operatori Sanitari e Sociosanitari,01,2020-12-31,PF/BT,010008 01_OSPEDALE CARDINAL MASSAIA ASTI,20-29,PIE,ITC1
3,Piemonte,TML_CAT_OSS,31/12/2020_PF/BT_PIE_010011_CENTRO VACC S G BOSCO_20-29,1 - Operatori Sanitari e Sociosanitari,01,2020-12-31,PF/BT,010011_CENTRO VACC S G BOSCO,20-29,PIE,ITC1
20,Piemonte,TML_CAT_OSS,31/12/2020_PF/BT_PIE_010017 00_OSPEDALE DI CHIVASSO_20-29,1 - Operatori Sanitari e Sociosanitari,01,2020-12-31,PF/BT,010017 00_OSPEDALE DI CHIVASSO,20-29,PIE,ITC1
9,Piemonte,TML_CAT_OSS,31/12/2020_PF/BT_PIE_010019 01_OSPEDALE DI CIRIE'_20-29,1 - Operatori Sanitari e Sociosanitari,01,2020-12-31,PF/BT,010019 01_OSPEDALE DI CIRIE',20-29,PIE,ITC1
14,Piemonte,TML_CAT_OSS,31/12/2020_PF/BT_PIE_010023_OSPEDALE DI IVREA_20-29,1 - Operatori Sanitari e Sociosanitari,01,2020-12-31,PF/BT,010023_OSPEDALE DI IVREA,20-29,PIE,ITC1
20,Piemonte,TML_CAT_OSS,31/12/2020_PF/BT_PIE_010026 01_AMB. VACCINAZIONI P.O CASALE M_20-29,1 - Operatori Sanitari e Sociosanitari,01,2020-12-31,PF/BT,010026 01_AMB. VACCINAZIONI P.O CASALE M,20-29,PIE,ITC1
6,Piemonte,TML_CAT_OSS,31/12/2020_PF/BT_PIE_010026 03_AMB. VACCINAZIONI P.O. TORTONA_20-29,1 - Operatori Sanitari e Sociosanitari,01,2020-12-31,PF/BT,010026 03_AMB. VACCINAZIONI P.O. TORTONA,20-29,PIE,ITC1
6,Piemonte,TML_CAT_OSS,31/12/2020_PF/BT_PIE_010026 04_AMB. VACCINAZIONI P.O. NOVI L_20-29,1 - Operatori Sanitari e Sociosanitari,01,2020-12-31,PF/BT,010026 04_AMB. VACCINAZIONI P.O. NOVI L,20-29,PIE,ITC1
3,Piemonte,TML_CAT_OSS,31/12/2020_PF/BT_PIE_010026 05_AMB. VACCINAZIONI P.O. ACQUI T_20-29,1 - Operatori Sanitari e Sociosanitari,01,2020-12-31,PF/BT,010026 05_AMB. VACCINAZIONI P.O. ACQUI T,20-29,PIE,ITC1
6,Piemonte,TML_CAT_OSS,31/12/2020_PF/BT_PIE_010026 06_AMB. VACCINAZIONI P.O. OVADA_20-29,1 - Operatori Sanitari e Sociosanitari,01,2020-12-31,PF/BT,010026 06_AMB. VACCINAZIONI P.O. OVADA,20-29,PIE,ITC1
6,Piemonte,TML_CAT_OSS,31/12/2020_PF/BT_PIE_010030 01_OSPEDALE AGNELLI PINEROLO_20-29,1 - Operatori Sanitari e Sociosanitari,01,2020-12-31,PF/BT,010030 01_OSPEDALE AGNELLI PINEROLO,20-29,PIE,ITC1
3,Piemonte,TML_CAT_OSS,31/12/2020_PF/BT_PIE_010032_PRESIDIO OSPEDALIERO PONDERANO_20-29,1 - Operatori Sanitari e Sociosanitari,01,2020-12-31,PF/BT,010032_PRESIDIO OSPEDALIERO PONDERANO,20-29,PIE,ITC1
7,Piemonte,TML_CAT_OSS,31/12/2020_PF/BT_PIE_010079 01_OSPEDALE DEGLI INFERMI RIVOLI_20-29,1 - Operatori Sanitari e Sociosanitari,01,2020-12-31,PF/BT,010079 01_OSPEDALE DEGLI INFERMI RIVOLI,20-29,PIE,ITC1
3,Piemonte,TML_CAT_OSS,31/12/2020_PF/BT_PIE_010124 01_OSPEDALE DI MONDOVI'_20-29,1 - Operatori Sanitari e Sociosanitari,01,2020-12-31,PF/BT,010124 01_OSPEDALE DI MONDOVI',20-29,PIE,ITC1
1,Piemonte,TML_CAT_OSS,31/12/2020_PF/BT_PIE_010126 01_OSPEDALE DI SAVIGLIANO_20-29,1 - Operatori Sanitari e Sociosanitari,01,2020-12-31,PF/BT,010126 01_OSPEDALE DI SAVIGLIANO,20-29,PIE,ITC1
20,Piemonte,TML_CAT_OSS,31/12/2020_PF/BT_PIE_010206_VERCELLI_20-29,1 - Operatori Sanitari e Sociosanitari,01,2020-12-31,PF/BT,010206_VERCELLI,20-29,PIE,ITC1
7,Piemonte,TML_CAT_OSS,31/12/2020_PF/BT_PIE_010208_MEDICO COMPETENTE NOVARA NORD_20-29,1 - Operatori Sanitari e Sociosanitari,01,2020-12-31,PF/BT,010208_MEDICO COMPETENTE NOVARA NORD,20-29,PIE,ITC1
11,Piemonte,TML_CAT_OSS,31/12/2020_PF/BT_PIE_010211_OSPEDALE DI VERDUNO_20-29,1 - Operatori Sanitari e Sociosanitari,01,2020-12-31,PF/BT,010211_OSPEDALE DI VERDUNO,20-29,PIE,ITC1
4,Piemonte,TML_CAT_OSS,31/12/2020_PF/BT_PIE_010904_AOU SAN LUIGI GONZAGA_20-29,1 - Operatori Sanitari e Sociosanitari,01,2020-12-31,PF/BT,010904_AOU SAN LUIGI GONZAGA,20-29,PIE,ITC1
32,Piemonte,TML_CAT_OSS,31/12/2020_PF/BT_PIE_010905_CENTRO VACCINALE AOU NOVARA_20-29,1 - Operatori Sanitari e Sociosanitari,01,2020-12-31,PF/BT,010905_CENTRO VACCINALE AOU NOVARA,20-29,PIE,ITC1
17,Piemonte,TML_CAT_OSS,31/12/2020_PF/BT_PIE_010906_CENTRO VACCINALE S. CROCE CN_20-29,1 - Operatori Sanitari e Sociosanitari,01,2020-12-31,PF/BT,010906_CENTRO VACCINALE S. CROCE CN,20-29,PIE,ITC1
12,Piemonte,TML_CAT_OSS,31/12/2020_PF/BT_PIE_010907_CENTRO VACC. AOU ALESSANDRIA_20-29,1 - Operatori Sanitari e Sociosanitari,01,2020-12-31,PF/BT,010907_CENTRO VACC. AOU ALESSANDRIA,20-29,PIE,ITC1
8,Piemonte,TML_CAT_OSS,31/12/2020_PF/BT_PIE_010908_CENTRO VACCINALE MAURIZIANO_20-29,1 - Operatori Sanitari e Sociosanitari,01,2020-12-31,PF/BT,010908_CENTRO VACCINALE MAURIZIANO,20-29,PIE,ITC1
25,Piemonte,TML_CAT_OSS,31/12/2020_PF/BT_PIE_010908_MEDICO COMPETENTE NOVARA SUD_20-29,1 - Operatori Sanitari e Sociosanitari,01,2020-12-31,PF/BT,010908_MEDICO COMPETENTE NOVARA SUD,20-29,PIE,ITC1
73,Piemonte,TML_CAT_OSS,31/12/2020_PF/BT_PIE_010909_CENTRO VACC CITTÀ DELLA SALUTE_20-29,1 - Operatori Sanitari e Sociosanitari,01,2020-12-31,PF/BT,010909_CENTRO VACC CITTÀ DELLA SALUTE,20-29,PIE,ITC1
4,Piemonte,TML_CAT_OSS,31/12/2020_PF/BT_PIE_010921_ICS MAUGERI DI VERUNO_20-29,1 - Operatori Sanitari e Sociosanitari,01,2020-12-31,PF/BT,010921_ICS MAUGERI DI VERUNO,20-29,PIE,ITC1
8,Piemonte,TML_CAT_OSS,31/12/2020_PF/BT_PIE_1233_SAAPA_20-29,1 - Operatori Sanitari e Sociosanitari,01,2020-12-31,PF/BT,1233_SAAPA,20-29,PIE,ITC1
1,Piemonte,TML_CAT_OSS,31/12/2020_PF/BT_PIE_570114_RSA CASTELLO DI SUNO_20-29,1 - Operatori Sanitari e Sociosanitari,01,2020-12-31,PF/BT,570114_RSA CASTELLO DI SUNO,20-29,PIE,ITC1
2,Piemonte,TML_CAT_OSS,31/12/2020_PF/BT_PIE_570184_RSA OTTOLENGHI ALBA_20-29,1 - Operatori Sanitari e Sociosanitari,01,2020-12-31,PF/BT,570184_RSA OTTOLENGHI ALBA,20-29,PIE,ITC1
1,Piemonte,TML_CAT_OSS,31/12/2020_PF/BT_PIE_670299_SOGG. FRANCESCANO MATER DEI_20-29,1 - Operatori Sanitari e Sociosanitari,01,2020-12-31,PF/BT,670299_SOGG. FRANCESCANO MATER DEI,20-29,PIE,ITC1
2,Piemonte,TML_CAT_OSS,31/12/2020_PF/BT_PIE_670788_RESIDENZA I TIGLI NOVARA_20-29,1 - Operatori Sanitari e Sociosanitari,01,2020-12-31,PF/BT,670788_RESIDENZA I TIGLI NOVARA,20-29,PIE,ITC1
3,Piemonte,TML_CAT_OSS,31/12/2020_PF/BT_PIE_000129_CASA DELLA SALUTE DI CHIERI_30-39,1 - Operatori Sanitari e Sociosanitari,01,2020-12-31,PF/BT,000129_CASA DELLA SALUTE DI CHIERI,30-39,PIE,ITC1
13,Piemonte,TML_CAT_OSS,31/12/2020_PF/BT_PIE_010003_OSPEDALE MARIA VITTORIA TORINO_30-39,1 - Operatori Sanitari e Sociosanitari,01,2020-12-31,PF/BT,010003_OSPEDALE MARIA VITTORIA TORINO,30-39,PIE,ITC1
12,Piemonte,TML_CAT_OSS,31/12/2020_PF/BT_PIE_010008 01_OSPEDALE CARDINAL MASSAIA ASTI_30-39,1 - Operatori Sanitari e Sociosanitari,01,2020-12-31,PF/BT,010008 01_OSPEDALE CARDINAL MASSAIA ASTI,30-39,PIE,ITC1
12,Piemonte,TML_CAT_OSS,31/12/2020_PF/BT_PIE_010011_CENTRO VACC S G BOSCO_30-39,1 - Operatori Sanitari e Sociosanitari,01,2020-12-31,PF/BT,010011_CENTRO VACC S G BOSCO,30-39,PIE,ITC1
31,Piemonte,TML_CAT_OSS,31/12/2020_PF/BT_PIE_010017 00_OSPEDALE DI CHIVASSO_30-39,1 - Operatori Sanitari e Sociosanitari,01,2020-12-31,PF/BT,010017 00_OSPEDALE DI CHIVASSO,30-39,PIE,ITC1
27,Piemonte,TML_CAT_OSS,31/12/2020_PF/BT_PIE_010019 01_OSPEDALE DI CIRIE'_30-39,1 - Operatori Sanitari e Sociosanitari,01,2020-12-31,PF/BT,010019 01_OSPEDALE DI CIRIE',30-39,PIE,ITC1
24,Piemonte,TML_CAT_OSS,31/12/2020_PF/BT_PIE_010023_OSPEDALE DI IVREA_30-39,1 - Operatori Sanitari e Sociosanitari,01,2020-12-31,PF/BT,010023_OSPEDALE DI IVREA,30-39,PIE,ITC1
21,Piemonte,TML_CAT_OSS,31/12/2020_PF/BT_PIE_010026 01_AMB. VACCINAZIONI P.O CASALE M_30-39,1 - Operatori Sanitari e Sociosanitari,01,2020-12-31,PF/BT,010026 01_AMB. VACCINAZIONI P.O CASALE M,30-39,PIE,ITC1
10,Piemonte,TML_CAT_OSS,31/12/2020_PF/BT_PIE_010026 03_AMB. VACCINAZIONI P.O. TORTONA_30-39,1 - Operatori Sanitari e Sociosanitari,01,2020-12-31,PF/BT,010026 03_AMB. VACCINAZIONI P.O. TORTONA,30-39,PIE,ITC1
9,Piemonte,TML_CAT_OSS,31/12/2020_PF/BT_PIE_010026 04_AMB. VACCINAZIONI P.O. NOVI L_30-39,1 - Operatori Sanitari e Sociosanitari,01,2020-12-31,PF/BT,010026 04_AMB. VACCINAZIONI P.O. NOVI L,30-39,PIE,ITC1
12,Piemonte,TML_CAT_OSS,31/12/2020_PF/BT_PIE_010026 05_AMB. VACCINAZIONI P.O. ACQUI T_30-39,1 - Operatori Sanitari e Sociosanitari,01,2020-12-31,PF/BT,010026 05_AMB. VACCINAZIONI P.O. ACQUI T,30-39,PIE,ITC1
5,Piemonte,TML_CAT_OSS,31/12/2020_PF/BT_PIE_010026 06_AMB. VACCINAZIONI P.O. OVADA_30-39,1 - Operatori Sanitari e Sociosanitari,01,2020-12-31,PF/BT,010026 06_AMB. VACCINAZIONI P.O. OVADA,30-39,PIE,ITC1
12,Piemonte,TML_CAT_OSS,31/12/2020_PF/BT_PIE_010030 01_OSPEDALE AGNELLI PINEROLO_30-39,1 - Operatori Sanitari e Sociosanitari,01,2020-12-31,PF/BT,010030 01_OSPEDALE AGNELLI PINEROLO,30-39,PIE,ITC1
12,Piemonte,TML_CAT_OSS,31/12/2020_PF/BT_PIE_010032_PRESIDIO OSPEDALIERO PONDERANO_30-39,1 - Operatori Sanitari e Sociosanitari,01,2020-12-31,PF/BT,010032_PRESIDIO OSPEDALIERO PONDERANO,30-39,PIE,ITC1
16,Piemonte,TML_CAT_OSS,31/12/2020_PF/BT_PIE_010079 01_OSPEDALE DEGLI INFERMI RIVOLI_30-39,1 - Operatori Sanitari e Sociosanitari,01,2020-12-31,PF/BT,010079 01_OSPEDALE DEGLI INFERMI RIVOLI,30-39,PIE,ITC1
6,Piemonte,TML_CAT_OSS,31/12/2020_PF/BT_PIE_010124 01_OSPEDALE DI MONDOVI'_30-39,1 - Operatori Sanitari e Sociosanitari,01,2020-12-31,PF/BT,010124 01_OSPEDALE DI MONDOVI',30-39,PIE,ITC1
7,Piemonte,TML_CAT_OSS,31/12/2020_PF/BT_PIE_010126 01_OSPEDALE DI SAVIGLIANO_30-39,1 - Operatori Sanitari e Sociosanitari,01,2020-12-31,PF/BT,010126 01_OSPEDALE DI SAVIGLIANO,30-39,PIE,ITC1
2,Piemonte,TML_CAT_OSS,31/12/2020_PF/BT_PIE_010206_BORGOSESIA_30-39,1 - Operatori Sanitari e Sociosanitari,01,2020-12-31,PF/BT,010206_BORGOSESIA,30-39,PIE,ITC1
40,Piemonte,TML_CAT_OSS,31/12/2020_PF/BT_PIE_010206_VERCELLI_30-39,1 - Operatori Sanitari e Sociosanitari,01,2020-12-31,PF/BT,010206_VERCELLI,30-39,PIE,ITC1
