FID,OBJECTID,COD_ISTATN,NOME_COM,NOME_PRO,SIG_PRO,NOME_REG,SHAPE_AREA,SHAPE_LEN,POSITIVI,DECEDUTI,TOTALE,Shape__Area,Shape__Length
"184","208","03020032",MARIANA MANTOVANA,MANTOVA,MN,LOMBARDIA,"8821115.26543854","20564.936447601","3","1","4",17765158.6157227,29186.2274082166
"185","209","03016191",SANTA BRIGIDA,BERGAMO,BG,LOMBARDIA,"14369018.1281178","31247.6890025725","4","3","7",29793297.5952148,45006.2084684977
"186","210","03013163",NOVEDRATE,COMO,CO,LOMBARDIA,"2817140.72766905","10554.8146476864","2","0","2",5778750.3203125,15119.4582017346
"187","211","03017092",LONATO DEL GARDA,BRESCIA,BS,LOMBARDIA,"68178722.1441227","52496.3367725845","67","14","81",138548781.76709,74832.9269853984
"188","212","03020002",ASOLA,MANTOVA,MN,LOMBARDIA,"73561332.1799064","58957.521119796","71","4","75",148325025.783203,83721.6375796075
"189","214","03018086",MARCIGNAGO,PAVIA,PV,LOMBARDIA,"10193385.278842","23080.8158436163","2","0","2",20579872.9511719,32788.2354305503
"190","215","03017042",CASTEL MELLA,BRESCIA,BS,LOMBARDIA,"7512081.95444901","14889.7634282662","63","7","70",15298654.5551758,21253.8053898372
"191","213","03012057",CROSIO DELLA VALLE,VARESE,VA,LOMBARDIA,"1472931.25401742","6294.04039250164","1","0","1",3028066.98779297,9023.30717275937
"192","216","03015051",CARUGATE,MILANO,MI,LOMBARDIA,"5364937.6253625","13254.0519328704","46","7","53",10947684.734375,18926.9843986898
"193","217","03019002",AGNADELLO,CREMONA,CR,LOMBARDIA,"12172254.242718","18791.1004807875","26","6","32",24743028.2719727,26791.7443152352
"194","218","03016165",PIAZZATORRE,BERGAMO,BG,LOMBARDIA,"24120927.1043096","22151.4472305014","2","1","3",50022886.7880859,31902.1503237161
"195","219","03017077",GAVARDO,BRESCIA,BS,LOMBARDIA,"29812833.3695272","36271.9894419038","83","5","88",60901611.6801758,51849.5352006899
"196","221","03019038",CROTTA D`ADDA,CREMONA,CR,LOMBARDIA,"12862141.261324","23519.6809864797","8","3","11",25881550.440918,33366.0021732716
"197","222","03015206",SENAGO,MILANO,MI,LOMBARDIA,"8581868.68250551","16920.9586115519","30","6","36",17526115.109375,24172.9806401908
"198","223","03012138",VERGIATE,VARESE,VA,LOMBARDIA,"21654786.6195578","26598.0231265142","9","1","10",44472233.2456055,38126.451483878
"199","225","03013075",COMO,COMO,CO,LOMBARDIA,"37265046.7345753","48788.3107913612","139","29","168",76730383.527832,70005.7586568615
"200","227","03012025",BUGUGGIATE,VARESE,VA,LOMBARDIA,"2602205.38931795","10420.0470959247","1","0","1",5354199.88427734,14951.2054321929
"201","228","03016040",BRIGNANO GERA D`ADDA,BERGAMO,BG,LOMBARDIA,"12017739.830267","17700.3245473922","27","7","34",24519260.9428711,25273.8961480424
"202","229","03016029",BOLTIERE,BERGAMO,BG,LOMBARDIA,"4137886.397213","10379.781038391","23","9","32",8457697.19824219,14838.6525147119
"203","230","03019078",QUINTANO,CREMONA,CR,LOMBARDIA,"2837303.9044345","10577.2860876756","9","1","10",5763074.67138672,15075.3203908579
"204","231","03012074",GEMONIO,VARESE,VA,LOMBARDIA,"3681499.2371267","10308.1560071207","1","0","1",7601382.29101563,14808.2588277642
"205","232","03020001",ACQUANEGRA SUL CHIESE,MANTOVA,MN,LOMBARDIA,"28307485.0020048","37350.9464797084","13","1","14",56952865.1767578,52976.0878769278
"206","233","03018071",GERENZAGO,PAVIA,PV,LOMBARDIA,"5407244.8298385","18585.7658337474","6","0","6",10898534.0795898,26384.5206229719
"207","234","03015014",BASIANO,MILANO,MI,LOMBARDIA,"4584003.632803","14863.6071023672","10","2","12",9363690.71875,21242.4293173357
"208","235","03015078",CISLIANO,MILANO,MI,LOMBARDIA,"14670064.8159925","27511.861120082","7","1","8",29817792.2915039,39232.0145470853
"209","236","03017065",DARFO BOARIO TERME,BRESCIA,BS,LOMBARDIA,"36256517.3518307","41052.5478577788","96","13","109",74858486.5454102,58981.6676694956
"210","237","03012004",ARCISATE,VARESE,VA,LOMBARDIA,"12109243.4140389","22386.4543452106","9","0","9",24978780.2636719,32162.6096725768
"211","174","03013114",GUANZATE,COMO,CO,LOMBARDIA,"7011407.46621359","13181.0844596739","4","0","4",14396727.6347656,18891.5415023488
"212","175","03016101",FONTANELLA,BERGAMO,BG,LOMBARDIA,"17933962.951542","26321.14989057","17","5","22",36468913.7695313,37541.9048984152
"213","176","03097036",GALBIATE,LECCO,LC,LOMBARDIA,"15925495.2906003","28519.9872425094","39","9","48",32800511.3271484,40939.6262395939
"214","178","03015108",GORGONZOLA,MILANO,MI,LOMBARDIA,"10668867.545859","20028.3204455171","51","5","56",21754006.1547852,28596.4012660731
"215","179","03018024",BRONI,PAVIA,PV,LOMBARDIA,"20955111.6410875","38006.8114779206","37","13","50",42047136.3232422,53847.697996029
"216","239","03016242",VILLONGO,BERGAMO,BG,LOMBARDIA,"5928497.60008249","12831.8245905646","34","9","43",12149077.3232422,18369.9405389358
"217","240","03097009",BOSISIO PARINI,LECCO,LC,LOMBARDIA,"6606183.70541938","13948.7375900284","10","1","11",13599550.6157227,20015.7986318424
"218","268","03017120",NUVOLERA,BRESCIA,BS,LOMBARDIA,"13290399.14569","20539.6865297933","17","0","17",27096876.7441406,29337.4770195226
"219","269","03016098",FILAGO,BERGAMO,BG,LOMBARDIA,"5430581.2788495","14238.4281246859","18","4","22",11113319.7773438,20374.4021992511
"220","272","03012137",VENEGONO SUPERIORE,VARESE,VA,LOMBARDIA,"6909214.73898658","13403.3426737354","4","1","5",14200839.9404297,19216.6256062057
"221","273","03015250",BARANZATE,MILANO,MI,LOMBARDIA,"2784190.4759985","9308.62418353171","21","2","23",5676938.29199219,13291.8691604843
"222","274","03016209",SUISIO,BERGAMO,BG,LOMBARDIA,"4719847.52837458","10848.2456185066","22","6","28",9667029.734375,15522.2274841063
"223","275","03015157",NOVATE MILANESE,MILANO,MI,LOMBARDIA,"5458532.2384465","15144.8030853673","59","3","62",11131178.5043945,21627.5717214456
"224","276","03016051",CAPRIATE SAN GERVASIO,BERGAMO,BG,LOMBARDIA,"5930498.47746596","17863.6348112385","51","15","66",12128035.6850586,25557.3154452651
"225","277","03013087",DIZZASCO,COMO,CO,LOMBARDIA,"3561652.74383816","10817.6113626384","0","2","2",7371429.32080078,15559.2900170249
"226","241","03017192",URAGO D`OGLIO,BRESCIA,BS,LOMBARDIA,"10552985.8891001","21597.8039272505","23","5","28",21507919.1411133,30831.2302682518
"227","242","03017013",BASSANO BRESCIANO,BRESCIA,BS,LOMBARDIA,"9590315.81992099","17032.5097789416","17","2","19",19410702.7241211,24239.5709155041
"228","243","03017079",GIANICO,BRESCIA,BS,LOMBARDIA,"13230305.028023","27389.2216538393","20","5","25",27285799.6767578,39320.7255653382
"229","244","03018192",CORTEOLONA E GENZONE,PAVIA,PV,LOMBARDIA,"14078204.694082","24511.996111945","4","1","5",28342752.9257813,34781.3523413627
"230","245","03015210",SETTALA,MILANO,MI,LOMBARDIA,"17464534.2192925","27695.4120465828","15","1","16",35515050.6430664,39507.0096424082
"231","246","03017004",ALFIANELLO,BRESCIA,BS,LOMBARDIA,"13669716.3459745","22145.9665045022","25","4","29",27611232.6943359,31481.7319050167
"232","247","03016204",SOVERE,BERGAMO,BG,LOMBARDIA,"18427695.3467449","23264.1471041075","27","7","34",37963992.2338867,33386.2411192213
"233","248","03017173",SAN ZENO NAVIGLIO,BRESCIA,BS,LOMBARDIA,"6185314.40194592","14617.6938858189","21","5","26",12590392.2954102,20859.5810784999
"234","249","03016175",PREMOLO,BERGAMO,BG,LOMBARDIA,"17877826.9207407","23080.2901769194","10","3","13",36930634.8974609,33187.5042391406
"235","251","03017002",ADRO,BRESCIA,BS,LOMBARDIA,"14298754.599007","24079.5566587391","31","10","41",29245115.9555664,34437.2294456629
"236","252","03018085",MAGHERNO,PAVIA,PV,LOMBARDIA,"5093637.1563955","13783.7879240539","2","3","5",10273656.0927734,19576.3752106301
"237","253","03020041",PIUBEGA,MANTOVA,MN,LOMBARDIA,"16411482.0505106","20624.298617013","4","3","7",33090001.0986328,29288.9400050912
"238","254","03013239",VERCANA,COMO,CO,LOMBARDIA,"14614620.4332204","25702.022451972","1","0","1",30511982.9453125,37154.0901212726
"239","255","03018117",PONTE NIZZA,PAVIA,PV,LOMBARDIA,"23079060.4457434","30595.4161691844","8","2","10",45964357.5825195,43178.6109385504
"240","256","03015146",MILANO,MILANO,MI,LOMBARDIA,"181786081.875464","106435.432122774","3192","367","3559",369872787.320801,151840.768383451
"241","258","03017064",CORZANO,BRESCIA,BS,LOMBARDIA,"12242965.4721695","27106.5334166182","20","2","22",24880821.2490234,38649.7385157307
"242","259","03018039",CASTELLO D`AGOGNA,PAVIA,PV,LOMBARDIA,"10619485.898956","18674.9062839067","1","0","1",21427852.7548828,26529.054510291
"243","260","03016183",ROMANO DI LOMBARDIA,BERGAMO,BG,LOMBARDIA,"18998492.618458","22986.7396221869","97","37","134",38725735.2832031,32818.3109972539
"244","263","03019013",CAPPELLA CANTONE,CREMONA,CR,LOMBARDIA,"13193651.4611862","31984.8901189106","7","2","9",26632523.2250977,45445.5351893024
"245","264","03098038",MELETI,LODI,LO,LOMBARDIA,"7368817.22254549","16217.5870691531","10","5","15",14814442.0234375,23001.8215626771
"246","265","03016166",PIAZZOLO,BERGAMO,BG,LOMBARDIA,"3441992.82537542","8657.56779811429","0","1","1",7130273.71435547,12458.4332183829
"247","270","03017199",VILLA CARCINA,BRESCIA,BS,LOMBARDIA,"14425185.9140389","18642.9017070411","64","5","69",29519176.3579102,26670.6573675389
"248","271","03013228",UGGIATE - TREVANO,COMO,CO,LOMBARDIA,"5836388.79394197","14959.9008909302","2","1","3",12025510.1108398,21475.0682569809
"249","266","03017060",COMEZZANO - CIZZAGO,BRESCIA,BS,LOMBARDIA,"15625876.1150395","26776.915074836","22","3","25",31790061.3466797,38202.0985890962
"250","267","03019037",CREMOSANO,CREMONA,CR,LOMBARDIA,"5784917.40645001","12840.531484985","8","4","12",11736777.6884766,18292.8244212898
"251","288","03015194",SAN GIORGIO SU LEGNANO,MILANO,MI,LOMBARDIA,"2199415.481195","9766.41815095917","9","2","11",4491259.74462891,13955.6123484818
"252","291","03015040",BUSSERO,MILANO,MI,LOMBARDIA,"4563710.051943","12151.8213019789","15","2","17",9307772.14599609,17354.8548878063
"253","294","03012054",COMABBIO,VARESE,VA,LOMBARDIA,"4859799.69163962","12839.4423461686","1","0","1",9995024.51904297,18416.5490023912
"254","296","03015165",OZZERO,MILANO,MI,LOMBARDIA,"11048852.143551","18112.8719454199","6","2","8",22397962.8105469,25787.6501663993
"255","297","03016068",CENATE SOPRA,BERGAMO,BG,LOMBARDIA,"6988711.10645309","12670.7360454744","11","6","17",14345451.0512695,18152.0339964621
"256","298","03018142",SANTA MARGHERITA DI STAFFORA,PAVIA,PV,LOMBARDIA,"36949786.6637564","36998.2663923562","1","1","2",73305234.6455078,52127.6795063194
"257","299","03017081",GUSSAGO,BRESCIA,BS,LOMBARDIA,"25048032.259813","28875.2805678908","108","16","124",51174090.4077148,41290.5710055247
"258","300","03013161",NESSO,COMO,CO,LOMBARDIA,"14647636.3617031","24828.4436974196","2","0","2",30267088.918457,35700.2263352393
"259","301","03017190",TRENZANO,BRESCIA,BS,LOMBARDIA,"20050290.186641","29349.7663714351","27","6","33",40804348.2475586,41891.8766379295
"260","329","03108052",CAPONAGO,MONZA E DELLA BRIANZA,MB,LOMBARDIA,"5044442.359081","16631.6672681536","16","3","19",10298724.3608398,23758.6199439246
"261","330","03017132",PAITONE,BRESCIA,BS,LOMBARDIA,"7858896.57930103","15391.4225240802","8","1","9",16042284.0004883,21997.3803826043
"262","338","03017030",BRIONE,BRESCIA,BS,LOMBARDIA,"6809053.1249445","18943.7330115091","4","1","5",13937496.7856445,27108.3307303726
"263","339","03019070",PESSINA CREMONESE,CREMONA,CR,LOMBARDIA,"22132990.4113277","31537.4982641432","2","0","2",44572025.9785156,44754.6383792872
"264","340","03012005",ARSAGO SEPRIO,VARESE,VA,LOMBARDIA,"10369013.2293635","17843.2227736296","8","0","8",21268207.1787109,25559.0411705764
"265","341","03016011",ARCENE,BERGAMO,BG,LOMBARDIA,"4384604.09823251","11280.2258576993","34","4","38",8953738.25732422,16117.5081541025
"266","589","03016253",VAL BREMBILLA,BERGAMO,BG,LOMBARDIA,"31313760.5192477","33970.6647708971","27","7","34",64530797.1611328,48761.2839080802
"267","590","03019076",PIZZIGHETTONE,CREMONA,CR,LOMBARDIA,"31981344.8592605","32214.980914528","59","20","79",64436171.9501953,45726.0821738658
"268","302","03012039",CASORATE SEMPIONE,VARESE,VA,LOMBARDIA,"6892759.93509106","13038.9618222189","4","1","5",14121883.0888672,18663.2246236621
"269","303","03019039",CUMIGNANO SUL NAVIGLIO,CREMONA,CR,LOMBARDIA,"6604677.481747","17865.7198922453","6","0","6",13380811.1391602,25439.007869049
"270","304","03108042",SULBIATE,MONZA E DELLA BRIANZA,MB,LOMBARDIA,"5200996.18146406","19503.977407312","9","0","9",10645406.2109375,27906.5442210082
"271","305","03012077",GOLASECCA,VARESE,VA,LOMBARDIA,"7470165.97589825","13136.3682396239","2","1","3",15322546.5703125,18816.7866611097
"272","306","03098027",GALGAGNANO,LODI,LO,LOMBARDIA,"5979041.3001985","14442.1816221316","7","2","9",12117083.6704102,20558.1724972181
"273","307","03016172",PONTIROLO NUOVO,BERGAMO,BG,LOMBARDIA,"11049737.0804","16140.9684082951","26","3","29",22563936.8530273,23068.783134
"274","308","03013178",PEGLIO,COMO,CO,LOMBARDIA,"10521575.5790557","17988.1038477049","1","0","1",21960128.9443359,25988.6387812872
"275","309","03015114",INZAGO,MILANO,MI,LOMBARDIA,"12143685.4532235","21159.1487508244","41","5","46",24771568.0073242,30221.013290631
"276","310","03012044",CASTELSEPRIO,VARESE,VA,LOMBARDIA,"3901650.2548663","10579.7365485782","0","1","1",8008644.07666016,15165.8207617479
"277","311","03019069",PESCAROLO ED UNITI,CREMONA,CR,LOMBARDIA,"16564616.8438025","25170.5000410438","12","1","13",33372732.690918,35729.4079645808
"278","312","03098006",BREMBIO,LODI,LO,LOMBARDIA,"16865564.605527","29171.6200190044","15","6","21",34008781.6293945,41427.5006201801
"279","313","03019097",SONCINO,CREMONA,CR,LOMBARDIA,"45389241.2307845","48474.9830182217","53","8","61",92142459.1411133,69090.411828233
"280","314","03018128",ROMAGNESE,PAVIA,PV,LOMBARDIA,"29598836.977256","24885.8276485016","6","2","8",58906814.7148438,35116.0234156621
"281","316","03108029",MACHERIO,MONZA E DELLA BRIANZA,MB,LOMBARDIA,"3277878.30755852","13016.5725687213","12","4","16",6709315.77734375,18615.5050522707
"282","317","03016159",PARZANICA,BERGAMO,BG,LOMBARDIA,"10373779.4597065","13137.6030817971","1","0","1",21305058.512207,18823.4928727884
"283","318","03019021",CASALMAGGIORE,CREMONA,CR,LOMBARDIA,"64233274.3579129","59790.1544855852","71","15","86",128472704.364258,84557.3992772442
"284","319","03014072",VALDISOTTO,SONDRIO,SO,LOMBARDIA,"88319936.6213325","47738.3476744395","7","1","8",185874462.556641,69260.6982813799
"285","320","03013183",PIANELLO DEL LARIO,COMO,CO,LOMBARDIA,"8504822.41983416","15584.469746956","2","1","3",17699663.6962891,22466.5940025465
"286","321","03014025",DAZIO,SONDRIO,SO,LOMBARDIA,"3743420.9711765","11303.1682795222","2","0","2",7806194.11962891,16317.4761378289
"287","322","03017063",CORTENO GOLGI,BRESCIA,BS,LOMBARDIA,"82780909.6086353","41621.2011152911","11","1","12",172473688.384766,60082.3882943516
"288","323","03012015",BISUSCHIO,VARESE,VA,LOMBARDIA,"7229443.79148894","13513.9658059572","3","0","3",14926263.8857422,19421.2954586945
"289","326","03018123",ROBBIO,PAVIA,PV,LOMBARDIA,"40371581.018407","32874.1290625817","6","3","9",81659272.7270508,46755.5912446481
"290","327","03016144",NEMBRO,BERGAMO,BG,LOMBARDIA,"15164786.0882019","27525.0745239359","129","76","205",31164802.769043,39463.5484855996
"291","328","03014004",APRICA,SONDRIO,SO,LOMBARDIA,"20461035.5854978","25327.6257029353","3","2","5",42619015.4941406,36562.6921441319
"292","331","03017074",GARDONE RIVIERA,BRESCIA,BS,LOMBARDIA,"21164266.4636753","28633.2507737134","18","2","20",43307156.550293,40948.5929895685
"293","332","03016057",CARVICO,BERGAMO,BG,LOMBARDIA,"4542560.33685962","13514.4939286034","19","6","25",9319717.99902344,19358.579761397
"294","333","03013100",FENEGRO`,COMO,CO,LOMBARDIA,"5302169.91624858","16451.6949268796","4","0","4",10875125.5849609,23569.3512264796
"295","334","03016194",SCANZOROSCIATE,BERGAMO,BG,LOMBARDIA,"10656765.6246591","19857.8508403519","54","15","69",21869594.0688477,28439.3947886825
"296","324","03015110",GREZZAGO,MILANO,MI,LOMBARDIA,"2425810.95060351","10040.3657192413","4","2","6",4957084.47949219,14351.9648908969
"297","325","03017001",ACQUAFREDDA,BRESCIA,BS,LOMBARDIA,"9551132.09094391","14963.9912088868","11","7","18",19317376.8706055,21286.4544322939
"298","335","03097049",MISSAGLIA,LECCO,LC,LOMBARDIA,"11467943.3753202","22494.6691470804","20","3","23",23526206.9282227,32225.8440073461
"299","336","03108047",VEDUGGIO CON COLZANO,MONZA E DELLA BRIANZA,MB,LOMBARDIA,"3463943.52822387","13092.9763677679","19","2","21",7114769.66357422,18760.9146995673
"300","337","03016147",OLTRESSENDA ALTA,BERGAMO,BG,LOMBARDIA,"16760372.1288591","27224.5653590176","1","0","1",34675132.4462891,39163.1604557058
"301","278","03013250",BELLAGIO,COMO,CO,LOMBARDIA,"28136277.9296155","31784.0280601869","3","2","5",58245881.9228516,45738.0057808265
"302","279","03019006",BONEMERSE,CREMONA,CR,LOMBARDIA,"5877348.87718679","14239.4542494547","26","3","29",11806396.9042969,20182.5053060667
"303","280","03015131",MAGNAGO,MILANO,MI,LOMBARDIA,"11332906.2658805","19395.4183148574","10","1","11",23147000.8740234,27723.1536539993
"304","281","03019044",FORMIGARA,CREMONA,CR,LOMBARDIA,"12799548.6553555","22825.1043268308","5","2","7",25825128.7285156,32419.6066490253
"305","282","03016072",CHIGNOLO D`ISOLA,BERGAMO,BG,LOMBARDIA,"5434015.14280827","13151.2887198492","19","4","23",11133528.4008789,18826.3491124416
"306","285","03013223",TORNO,COMO,CO,LOMBARDIA,"7457794.04587413","11694.4202432433","3","2","5",15381269.1953125,16796.4798406011
"307","286","03012105",MORAZZONE,VARESE,VA,LOMBARDIA,"5470424.79036662","12989.665843165","4","1","5",11247188.0336914,18625.6707157488
"308","287","03013010",APPIANO GENTILE,COMO,CO,LOMBARDIA,"12772987.1314683","21835.6220086933","4","2","6",26236591.3793945,31302.3453253173
"309","289","03018027",CANDIA LOMELLINA,PAVIA,PV,LOMBARDIA,"27496395.3219325","25388.6718007819","7","1","8",55373232.8310547,36031.3798001552
"310","290","03018111",PIETRA DE` GIORGI,PAVIA,PV,LOMBARDIA,"11209301.569301","25241.7712221027","6","0","6",22449390.0541992,35716.3862236164
"311","292","03017191",TREVISO BRESCIANO,BRESCIA,BS,LOMBARDIA,"17816384.7392553","22854.6227044024","4","1","5",36553511.3286133,32735.0632632342
"312","293","03014054",PRATA CAMPORTACCIO,SONDRIO,SO,LOMBARDIA,"27875883.3823383","25638.4611840999","4","0","4",58395915.0859375,37110.2575022067
"313","342","03016096",FARA GERA D`ADDA,BERGAMO,BG,LOMBARDIA,"10836352.5523235","15502.5829999075","23","5","28",22107290.9121094,22148.0076447145
"314","343","03017175",SAVIORE DELL`ADAMELLO,BRESCIA,BS,LOMBARDIA,"83928303.9135981","49113.1827732942","6","1","7",174696564.239258,70867.0307975917
"315","345","03020037",MOTTEGGIANA,MANTOVA,MN,LOMBARDIA,"24813292.8611736","43976.4248156592","1","0","1",49702939.0185547,62203.6659432099
"316","346","03020053",ROVERBELLA,MANTOVA,MN,LOMBARDIA,"63441693.362126","44637.0519583852","9","3","12",128084298.375,63425.2323935031
"317","348","03018159",TORRE D`ISOLA,PAVIA,PV,LOMBARDIA,"16409869.6162285","24516.0332251364","6","0","6",33103526.0844727,34822.3295885016
"318","349","03015113",INVERUNO,MILANO,MI,LOMBARDIA,"12186462.1707455","24435.0476047683","32","5","37",24838212.9467773,34885.7439818126
"319","350","03019015",CAPRALBA,CREMONA,CR,LOMBARDIA,"13399511.722731","21593.7224379878","9","2","11",27230484.1201172,30795.351062195
"320","351","03108005",BARLASSINA,MONZA E DELLA BRIANZA,MB,LOMBARDIA,"2748181.99490986","8721.96357964767","12","0","12",5628483.37402344,12477.1503067434
"321","352","03016078",COLERE,BERGAMO,BG,LOMBARDIA,"18650547.4020241","22093.2431685714","8","3","11",38613377.1806641,31788.400552655
"322","353","03098061",ZELO BUON PERSICO,LODI,LO,LOMBARDIA,"18706979.3907785","29637.4899372118","15","4","19",37964174.1259766,42219.6491505137
